date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250810,19,8R,1,1,3,43,0.15,0.17,1,0,14,3,3,4,21.4,42.8,71.4,3,4,-0.01,3,0,2,5,2,0.1699999999999999,36.5,2.6666666666666665,5,0,0.26,まくり差し
20250810,19,8R,2,2,3,44,0.19,0.21,0,0,22,3,3,5,13.6,27.2,50.0,3,2,0.03,4,0,5,6,3,0.1699999999999999,36.5,2.6666666666666665,4,0,0.21,まくり差し
20250810,19,8R,3,3,1,40,0.14,0.12,0,0,19,3,7,4,15.7,52.6,73.6,3,3,-0.0199999999999999,0,-2,1,3,1,0.1699999999999999,36.5,2.6666666666666665,1,1,0.17,まくり差し
20250810,19,8R,4,4,3,40,0.18,0.18,0,0,20,2,3,3,10.0,25.0,40.0,2,2,0.0199999999999999,0,0,4,4,4,0.1699999999999999,36.5,2.6666666666666665,2,0,0.18,まくり差し
20250810,19,8R,5,5,3,26,0.21,0.21,0,0,19,1,1,6,5.2,10.5,42.1,1,1,0.0499999999999999,-14,0,6,1,5,0.1699999999999999,36.5,2.6666666666666665,3,0,0.16,まくり差し
20250810,19,8R,6,6,3,26,0.15,0.1,1,0,19,0,1,1,0.0,5.2,10.5,0,1,-0.01,-14,0,3,2,6,0.1699999999999999,36.5,2.6666666666666665,6,0,0.17,まくり差し
