date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250817,24,1R,1,1,3,28,0.13,0.15,0,0,24,7,4,5,29.1,45.8,66.6,7,8,-0.03,-12,0,1,1,1,0.16,41.333333333333336,3.0,3,0,0.11,まくり
20250817,24,1R,2,2,3,38,0.18,0.14,0,0,14,1,3,4,7.1,28.5,57.1,1,2,0.0199999999999999,-2,0,4,2,2,0.16,41.333333333333336,3.0,2,0,0.21,まくり
20250817,24,1R,3,3,3,45,0.15,0.18,0,0,22,3,3,6,13.6,27.2,54.5,3,6,-0.01,5,0,3,5,3,0.16,41.333333333333336,3.0,4,0,0.22,まくり
20250817,24,1R,4,4,3,40,0.13,0.13,0,0,18,2,4,4,11.1,33.3,55.5,2,0,-0.03,0,0,2,3,4,0.16,41.333333333333336,3.0,1,1,0.14,まくり
20250817,24,1R,5,5,3,54,0.19,0.19,0,0,16,0,2,2,0.0,12.5,25.0,0,1,0.03,14,0,6,6,5,0.16,41.333333333333336,3.0,5,0,0.26,まくり
20250817,24,1R,6,6,3,43,0.18,0.19,0,0,17,0,0,1,0.0,0.0,5.8,0,3,0.0199999999999999,3,0,5,4,6,0.16,41.333333333333336,3.0,6,0,0.22,まくり
20250817,24,2R,1,1,3,25,0.15,0.16,1,0,8,4,1,0,50.0,62.5,62.5,4,2,-0.01,-15,0,1,1,3,0.1766666666666666,37.333333333333336,2.5,1,1,0.11,逃げ
20250817,24,2R,2,2,1,28,0.15,0.16,0,0,19,6,6,1,31.5,63.1,68.4,6,0,-0.01,-12,-2,2,2,1,0.1766666666666666,37.333333333333336,2.5,2,0,0.08,逃げ
20250817,24,2R,3,3,3,42,0.2,0.18,0,0,26,2,3,2,7.6,19.2,26.9,2,1,0.04,2,0,6,4,4,0.1766666666666666,37.333333333333336,2.5,4,0,0.11,逃げ
20250817,24,2R,4,4,2,50,0.19,0.21,1,0,19,2,2,4,10.5,21.0,42.1,2,1,0.03,10,-1,4,6,2,0.1766666666666666,37.333333333333336,2.5,3,0,0.1,逃げ
20250817,24,2R,5,5,3,46,0.18,0.17,0,0,21,1,6,3,4.7,33.3,47.6,1,0,0.0199999999999999,6,0,3,5,5,0.1766666666666666,37.333333333333336,2.5,5,0,0.19,逃げ
