date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250810,04,1R,1,1,3,45,0.17,0.14,1,0,14,4,3,3,,,,4,2,0.01,5,0,2,4,2,0.1733333333333333,38.5,2.833333333333333,1,1,0.11,逃げ
20250810,04,1R,2,2,3,27,0.19,0.18,0,0,20,1,5,3,,,,1,4,0.03,-13,0,6,2,3,0.1733333333333333,38.5,2.833333333333333,4,0,0.15,逃げ
20250810,04,1R,3,3,2,37,0.17,0.16,0,0,23,2,6,8,,,,2,1,0.01,-3,-1,3,3,1,0.1733333333333333,38.5,2.833333333333333,3,0,0.15,逃げ
20250810,04,1R,4,4,3,49,0.17,0.19,1,0,14,0,1,1,,,,0,1,0.01,9,0,4,5,4,0.1733333333333333,38.5,2.833333333333333,5,0,0.18,逃げ
20250810,04,1R,5,5,3,50,0.18,0.2,1,0,21,0,2,7,,,,0,5,0.0199999999999999,10,0,5,6,5,0.1733333333333333,38.5,2.833333333333333,2,0,0.25,逃げ
20250810,04,1R,6,6,3,23,0.16,0.23,2,0,31,0,0,2,,,,0,5,0.0,-17,0,1,1,6,0.1733333333333333,38.5,2.833333333333333,6,0,0.27,逃げ
20250810,04,2R,1,1,1,41,0.13,0.11,0,0,26,16,6,2,61.5,84.6,92.3,16,2,-0.03,1,-2,1,3,1,0.165,43.5,2.6666666666666665,1,1,0.2,逃げ
20250810,04,2R,2,2,3,33,0.17,0.18,0,0,16,2,2,3,12.5,25.0,43.7,2,1,0.01,-7,0,3,1,2,0.165,43.5,2.6666666666666665,4,0,0.2,逃げ
20250810,04,2R,3,3,3,40,0.17,0.17,0,0,25,2,2,5,8.0,16.0,36.0,2,5,0.01,0,0,4,2,3,0.165,43.5,2.6666666666666665,2,0,0.15,逃げ
20250810,04,2R,4,4,3,50,0.2,0.19,0,0,19,0,3,2,0.0,15.7,26.3,0,1,0.04,10,0,6,5,4,0.165,43.5,2.6666666666666665,3,0,0.11,逃げ
20250810,04,2R,5,5,3,42,0.17,0.19,0,0,13,0,1,1,0.0,7.6,15.3,0,3,0.01,2,0,5,4,5,0.165,43.5,2.6666666666666665,5,0,0.16,逃げ
20250810,04,2R,6,6,3,55,0.15,0.14,2,0,13,0,0,1,0.0,0.0,7.6,0,2,-0.01,15,0,2,6,6,0.165,43.5,2.6666666666666665,6,0,0.27,逃げ
20250810,04,3R,1,1,3,46,0.15,0.15,0,0,15,8,0,3,53.3,53.3,73.3,8,2,-0.01,6,0,2,4,2,0.1633333333333333,40.0,2.6666666666666665,1,1,0.19,逃げ
