date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_winK_逃げ,L1_loseK_逃げ,L1_winK_差し,L1_loseK_差し,L1_winK_まくり,L1_loseK_まくり,L1_winK_まくり差し,L1_loseK_まくり差し,L1_winK_抜き,L1_loseK_抜き,L1_winK_恵まれ,L1_loseK_恵まれ,L1_winK_total,L1_loseK_total,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_winK_逃げ,L2_loseK_逃げ,L2_winK_差し,L2_loseK_差し,L2_winK_まくり,L2_loseK_まくり,L2_winK_まくり差し,L2_loseK_まくり差し,L2_winK_抜き,L2_loseK_抜き,L2_winK_恵まれ,L2_loseK_恵まれ,L2_winK_total,L2_loseK_total,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_winK_逃げ,L3_loseK_逃げ,L3_winK_差し,L3_loseK_差し,L3_winK_まくり,L3_loseK_まくり,L3_winK_まくり差し,L3_loseK_まくり差し,L3_winK_抜き,L3_loseK_抜き,L3_winK_恵まれ,L3_loseK_恵まれ,L3_winK_total,L3_loseK_total,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_winK_逃げ,L4_loseK_逃げ,L4_winK_差し,L4_loseK_差し,L4_winK_まくり,L4_loseK_まくり,L4_winK_まくり差し,L4_loseK_まくり差し,L4_winK_抜き,L4_loseK_抜き,L4_winK_恵まれ,L4_loseK_恵まれ,L4_winK_total,L4_loseK_total,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_winK_逃げ,L5_loseK_逃げ,L5_winK_差し,L5_loseK_差し,L5_winK_まくり,L5_loseK_まくり,L5_winK_まくり差し,L5_loseK_まくり差し,L5_winK_抜き,L5_loseK_抜き,L5_winK_恵まれ,L5_loseK_恵まれ,L5_winK_total,L5_loseK_total,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_winK_逃げ,L6_loseK_逃げ,L6_winK_差し,L6_loseK_差し,L6_winK_まくり,L6_loseK_まくり,L6_winK_まくり差し,L6_loseK_まくり差し,L6_winK_抜き,L6_loseK_抜き,L6_winK_恵まれ,L6_loseK_恵まれ,L6_winK_total,L6_loseK_total,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250810,05,1R,1,3,39,0.18,0.15,0,0,17,5,4,0,29.4,52.9,52.9,5,0,0,3,0,5,0,3,0,1,0,0,5,12,0.01999999999999999,-1,0,4,4,2,2,4,44,0.16,0.17,1,0,11,2,0,3,18.1,18.1,45.4,0,6,2,1,0,0,0,1,0,1,0,0,2,9,0.0,4,1,2,6,5,3,3,19,0.21,0.16,0,0,14,0,0,2,0.0,0.0,14.2,0,8,0,4,0,1,0,1,0,0,0,0,0,14,0.04999999999999999,-21,0,5,1,3,4,2,39,0.17,0.18,0,0,19,1,2,5,5.2,15.7,42.1,0,9,0,2,1,3,0,1,0,3,0,0,1,18,0.010000000000000009,-1,-1,3,5,1,5,4,20,,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-20,1,6,2,6,6,3,29,0.13,0.14,1,0,11,0,0,2,0.0,0.0,18.1,0,7,0,1,0,0,0,3,0,0,0,0,0,11,-0.03,-11,0,1,3,4,0.16999999999999998,31.666666666666668,3.1666666666666665
20250810,05,2R,1,3,43,0.15,0.15,0,0,16,10,1,0,62.5,68.7,68.7,10,0,0,4,0,2,0,0,0,0,0,0,10,6,-0.010000000000000009,3,0,1,4,3,2,3,57,0.18,0.15,0,0,14,1,1,4,7.1,14.2,42.8,0,10,1,0,0,2,0,1,0,0,0,0,1,13,0.01999999999999999,17,0,5,6,4,3,3,35,0.2,0.18,0,0,20,1,4,6,5.0,25.0,55.0,0,15,0,0,1,3,0,1,0,0,0,0,1,19,0.04000000000000001,-5,0,6,2,5,4,2,30,0.16,0.14,0,0,24,2,6,8,8.3,33.3,66.6,0,11,0,3,1,2,1,4,0,2,0,0,2,22,0.0,-10,-1,2,1,2,5,1,45,0.16,0.17,0,0,22.0,0.0,2.0,6.0,0.0,9.0,36.3,0,10,0,4,0,4,0,1,0,3,0,0,0,22,0.0,5,-2,3,5,1,6,3,39,0.16,0.19,1,0,18,0,1,3,0.0,5.5,22.2,0,10,0,2,0,2,0,2,0,1,0,1,0,18,0.0,-1,0,4,3,6,0.16833333333333333,41.5,2.5
20250810,05,3R,1,3,59,0.2,0.18,0,0,13,3,2,5,23.0,38.4,76.9,3,0,0,2,0,5,0,1,0,2,0,0,3,10,0.04000000000000001,19,0,5,5,3,2,3,43,0.26,0.28,0,0,19,1,1,5,5.2,10.5,36.8,0,9,0,2,0,4,0,1,1,2,0,0,1,18,0.1,3,0,6,4,4,3,1,42,0.14,0.11,1,0,17,4,3,3,23.5,41.1,58.8,0,8,1,2,3,2,0,0,0,1,0,0,4,13,-0.01999999999999999,2,-2,1,3,1,4,3,60,0.19,0.17,1,0,25,2,2,5,8.0,16.0,36.0,0,12,1,1,0,5,1,3,0,2,0,0,2,23,0.03,20,0,3,6,5,5,1,30,0.17,0.16,0,0,20.0,5.0,2.0,3.0,25.0,35.0,50.0,0,6,0,1,0,5,3,1,1,1,1,1,5,15,0.010000000000000009,-10,-2,2,1,2,6,3,34,0.19,0.2,0,0,20,0,1,3,0.0,5.0,20.0,0,11,0,4,0,4,0,0,0,1,0,0,0,20,0.03,-6,0,4,2,6,0.19166666666666668,44.666666666666664,2.3333333333333335
20250810,05,4R,1,3,41,0.16,0.13,0,0,14,10,1,1,71.4,78.5,85.7,10,0,0,1,0,3,0,0,0,0,0,0,10,4,0.0,1,0,4,4,3,2,3,30,0.15,0.14,0,0,20,3,7,7,15.0,50.0,85.0,0,11,0,3,3,1,0,2,0,0,0,0,3,17,-0.010000000000000009,-10,0,2,2,4,3,2,57,0.14,0.14,0,0,29,5,3,8,17.2,27.5,55.1,0,8,0,6,0,4,4,3,1,3,0,0,5,24,-0.01999999999999999,17,-1,1,6,1,4,3,23,0.21,0.19,0,0,17,0,0,1,0.0,0.0,5.8,0,9,0,2,0,3,0,1,0,1,0,1,0,17,0.04999999999999999,-17,0,6,1,5,5,3,37,0.18,0.2,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,3,0,1,0,0,0,2,0,0,0,18,0.01999999999999999,-3,0,5,3,6,6,2,54,0.15,0.15,0,0,14,1,2,3,7.1,21.4,42.8,0,8,1,1,0,1,0,2,0,1,0,0,1,13,-0.010000000000000009,14,-1,3,5,2,0.165,40.333333333333336,2.6666666666666665
20250810,05,5R,1,3,25,0.17,0.16,1,0,10,3,2,2,30.0,50.0,70.0,3,0,0,2,0,3,0,2,0,0,0,0,3,7,0.010000000000000009,-15,0,4,2,3,2,3,31,0.18,0.18,0,0,24,0,10,5,0.0,41.6,62.5,0,17,0,1,0,4,0,1,0,1,0,0,0,24,0.01999999999999999,-9,0,6,4,4,3,1,44,0.13,0.14,0,0,24,3,6,3,12.5,37.5,50.0,0,14,0,2,0,0,3,2,0,1,0,2,3,21,-0.03,4,-2,1,6,1,4,2,36,0.14,0.1,1,0,18,3,4,5,16.6,38.8,66.6,0,6,0,0,3,2,0,4,0,2,0,1,3,15,-0.01999999999999999,-4,-1,2,5,2,5,4,21,0.15,0.12,0,0,9.0,1.0,0.0,1.0,11.1,11.1,22.2,0,4,0,2,1,0,0,0,0,1,0,1,1,8,-0.010000000000000009,-19,1,3,1,6,6,3,26,0.17,0.16,0,0,13,0,1,3,0.0,7.6,30.7,0,8,0,2,0,0,0,2,0,1,0,0,0,13,0.010000000000000009,-14,0,5,3,5,0.15666666666666668,30.5,2.6666666666666665
20250810,05,6R,1,3,37,0.13,0.11,0,0,16,8,4,1,50.0,75.0,81.2,8,0,0,0,0,4,0,3,0,1,0,0,8,8,-0.03,-3,0,1,2,3,2,3,46,0.15,0.14,1,0,23,3,11,3,13.0,60.8,73.9,0,8,1,2,2,2,0,3,0,4,0,1,3,20,-0.010000000000000009,6,0,3,4,4,3,1,35,0.13,0.15,0,0,14,5,3,3,35.7,57.1,78.5,0,6,0,0,5,2,0,1,0,0,0,0,5,9,-0.03,-5,-2,2,1,1,4,3,52,0.16,0.15,0,0,23,3,4,2,13.0,30.4,39.1,0,9,0,2,1,4,2,1,0,4,0,0,3,20,0.0,12,0,5,5,5,5,1,58,0.15,0.14,0,0,22.0,4.0,4.0,4.0,18.1,36.3,54.5,0,6,0,2,3,4,1,3,0,3,0,0,4,18,-0.010000000000000009,18,-2,4,6,2,6,4,44,0.16,0.19,1,0,6,0,0,0,0.0,0.0,0.0,0,2,0,1,0,1,0,2,0,0,0,0,0,6,0.0,4,1,6,3,6,0.1466666666666667,45.333333333333336,2.5
20250810,05,7R,1,2,39,0.17,0.15,0,0,28,13,8,3,46.4,75.0,85.7,13,0,0,3,0,5,0,7,0,0,0,0,13,15,0.010000000000000009,-1,-1,2,2,2,2,3,42,0.2,0.18,0,0,16,2,2,2,12.5,25.0,37.5,0,6,1,1,1,3,0,2,0,2,0,0,2,14,0.04000000000000001,2,0,5,4,3,3,1,39,0.14,0.15,0,0,28,5,10,3,17.8,53.5,64.2,0,13,0,3,2,4,3,2,0,1,0,0,5,23,-0.01999999999999999,-1,-2,1,3,1,4,3,57,0.18,0.16,0,0,17,0,1,4,0.0,5.8,29.4,0,10,0,1,0,1,0,2,0,3,0,0,0,17,0.01999999999999999,17,0,3,6,4,5,3,37,0.19,0.19,0,0,25.0,0.0,3.0,4.0,0.0,12.0,28.0,0,13,0,3,0,6,0,2,0,1,0,0,0,25,0.03,-3,0,4,1,5,6,3,43,0.26,0.24,0,0,11,0,0,1,0.0,0.0,9.0,0,8,0,1,0,2,0,0,0,0,0,0,0,11,0.1,3,0,6,5,6,0.18999999999999997,42.833333333333336,2.5
20250810,05,8R,1,1,45,0.16,0.14,0,0,26,18,3,1,69.2,80.7,84.6,18,0,0,2,0,2,0,2,0,2,0,0,18,8,0.0,5,-2,3,2,1,2,3,23,0.21,0.17,0,0,19,0,2,5,0.0,10.5,36.8,0,13,0,1,0,2,0,2,0,1,0,0,0,19,0.04999999999999999,-17,0,6,1,3,3,3,45,0.17,0.14,0,0,20,3,4,3,15.0,35.0,50.0,0,9,1,2,0,1,2,2,0,3,0,0,3,17,0.010000000000000009,5,0,4,3,4,4,1,51,0.14,0.12,0,0,21,3,7,2,14.2,47.6,57.1,0,12,0,2,1,1,0,2,2,1,0,0,3,18,-0.01999999999999999,11,-2,1,4,2,5,3,51,0.14,0.13,0,0,23.0,2.0,5.0,3.0,8.7,30.4,43.4,0,13,0,2,0,2,2,3,0,1,0,0,2,21,-0.01999999999999999,11,0,2,5,5,6,3,60,0.19,0.2,1,0,21,0,0,1,0.0,0.0,4.7,0,8,0,4,0,3,0,5,0,1,0,0,0,21,0.03,20,0,5,6,6,0.16833333333333333,45.833333333333336,2.3333333333333335
20250810,05,9R,1,2,30,0.16,0.13,0,0,19,11,6,0,57.8,89.4,89.4,10,0,0,2,0,2,0,3,1,1,0,0,11,8,0.0,-10,-1,2,2,2,2,3,41,0.16,0.13,0,0,21,2,4,6,9.5,28.5,57.1,0,11,1,2,1,3,0,2,0,1,0,0,2,19,0.0,1,0,3,4,3,3,3,34,0.19,0.18,0,0,23,3,5,2,13.0,34.7,43.4,0,6,0,3,1,7,2,1,0,3,0,0,3,20,0.03,-6,0,4,3,4,4,1,44,0.13,0.11,0,0,24,4,8,3,16.6,50.0,62.5,0,15,2,1,2,1,0,3,0,0,0,0,4,20,-0.03,4,-2,1,5,1,5,3,46,0.19,0.2,0,0,24.0,0.0,3.0,2.0,0.0,12.5,20.8,0,11,0,2,0,7,0,2,0,2,0,0,0,24,0.03,6,0,5,6,5,6,3,19,0.21,0.18,0,0,23,0,1,1,0.0,4.3,8.7,0,10,0,5,0,3,0,4,0,0,0,1,0,23,0.04999999999999999,-21,0,6,1,6,0.17333333333333334,35.666666666666664,2.5
20250810,05,10R,1,1,30,0.17,0.17,0,0,26,18,5,3,69.2,88.4,100.0,17,0,0,0,0,4,0,4,1,0,0,0,18,8,0.010000000000000009,-10,-2,5,2,1,2,3,29,0.13,0.16,1,0,14,1,3,5,7.1,28.5,64.2,0,9,0,0,1,1,0,2,0,0,0,1,1,13,-0.03,-11,0,1,1,4,3,2,37,0.14,0.16,1,0,17,1,3,7,5.8,23.5,64.7,0,11,0,0,0,2,1,2,0,1,0,0,1,16,-0.01999999999999999,-3,-1,2,6,2,4,3,35,0.2,0.21,0,0,16,0,2,1,0.0,12.5,18.7,0,9,0,3,0,2,0,2,0,0,0,0,0,16,0.04000000000000001,-5,0,6,4,5,5,2,36,0.14,0.13,1,0,19.0,1.0,1.0,9.0,5.2,10.5,57.8,0,9,0,4,1,4,0,0,0,1,0,0,1,18,-0.01999999999999999,-4,-1,3,5,3,6,3,30,0.15,0.17,0,0,19,1,1,4,5.2,10.5,31.5,0,8,0,3,0,5,1,1,0,1,0,0,1,18,-0.010000000000000009,-10,0,4,3,6,0.15500000000000003,32.833333333333336,2.3333333333333335
