date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250815,02,1R,1,1,3,23,0.18,0.15,1,0,16,9,3,3,56.2,75.0,93.7,9,4,0.0199999999999999,-17,0,4,1,3,0.1633333333333333,42.5,2.333333333333333,4,0,0.13,まくり
20250815,02,1R,2,2,3,50,0.18,0.19,0,0,21,1,4,6,4.7,23.8,52.3,1,2,0.0199999999999999,10,0,5,4,4,0.1633333333333333,42.5,2.333333333333333,6,0,0.12,まくり
20250815,02,1R,3,3,1,36,0.15,0.11,0,0,13,5,2,4,38.4,53.8,84.6,5,1,-0.01,-4,-2,2,2,1,0.1633333333333333,42.5,2.333333333333333,1,1,0.07,まくり
20250815,02,1R,4,4,3,51,0.17,0.16,0,0,15,2,1,1,13.3,20.0,26.6,2,3,0.01,11,0,3,6,5,0.1633333333333333,42.5,2.333333333333333,2,0,0.07,まくり
20250815,02,1R,5,5,1,45,0.12,0.14,0,0,22,4,1,7,18.1,22.7,54.5,4,1,-0.04,5,-2,1,3,2,0.1633333333333333,42.5,2.333333333333333,3,0,0.15,まくり
20250815,02,1R,6,6,3,50,0.18,0.16,0,0,13,0,0,1,0.0,0.0,7.6,0,3,0.0199999999999999,10,0,6,5,6,0.1633333333333333,42.5,2.333333333333333,5,0,0.1,まくり
20250815,02,2R,1,1,3,27,0.19,0.17,1,0,12,2,1,4,16.6,25.0,58.3,2,3,0.03,-13,0,5,4,3,0.164,33.0,2.5,2,0,0.14,抜き
20250815,02,2R,2,2,1,26,0.15,0.13,0,0,21,7,7,7,33.3,66.6,100.0,7,1,-0.01,-14,-2,1,3,1,0.164,33.0,2.5,1,1,0.13,抜き
20250815,02,2R,3,3,3,52,0.15,0.18,1,0,21,1,3,4,4.7,19.0,38.1,1,2,-0.01,12,0,2,6,4,0.164,33.0,2.5,4,0,0.25,抜き
20250815,02,2R,4,4,1,25,0.16,0.15,0,0,23,4,5,8,17.3,39.1,73.9,4,2,0.0,-15,-2,3,2,2,0.164,33.0,2.5,6,0,0.16,抜き
20250815,02,2R,5,5,3,45,0.17,0.18,1,0,15,0,1,3,0.0,6.6,26.6,0,4,0.01,5,0,4,5,5,0.164,33.0,2.5,3,0,0.18,抜き
20250815,02,2R,6,6,4,23,,0.2,0,0,36,0,0,3,0.0,0.0,8.3,0,11,0.0,-17,1,6,1,6,0.164,33.0,2.5,5,0,0.19,抜き
20250815,02,3R,1,1,3,56,0.18,0.17,1,0,18,5,5,0,27.7,55.5,55.5,5,6,0.0199999999999999,16,0,5,5,4,0.1616666666666666,50.16666666666666,2.1666666666666665,4,0,0.15,抜き
20250815,02,3R,2,2,3,55,0.17,0.17,0,0,22,1,5,8,4.5,27.2,63.6,1,6,0.01,15,0,4,4,5,0.1616666666666666,50.16666666666666,2.1666666666666665,5,0,0.13,抜き
20250815,02,3R,3,3,2,46,0.15,0.13,1,0,16,1,2,2,6.2,18.7,31.2,1,1,-0.01,6,-1,2,2,3,0.1616666666666666,50.16666666666666,2.1666666666666665,3,0,0.09,抜き
20250815,02,3R,4,4,3,57,0.18,0.2,0,0,17,1,3,3,5.8,23.5,41.1,1,1,0.0199999999999999,17,0,6,6,6,0.1616666666666666,50.16666666666666,2.1666666666666665,6,0,0.15,抜き
20250815,02,3R,5,5,1,38,0.16,0.13,0,0,23,3,6,4,13.0,39.1,56.5,3,3,0.0,-2,-2,3,1,1,0.1616666666666666,50.16666666666666,2.1666666666666665,1,1,0.1,抜き
20250815,02,3R,6,6,1,49,0.13,0.14,0,0,21,2,6,4,9.5,38.1,57.1,2,3,-0.03,9,-2,1,3,2,0.1616666666666666,50.16666666666666,2.1666666666666665,2,0,0.08,抜き
20250815,02,4R,1,1,3,55,0.18,0.16,0,0,18,12,5,0,66.6,94.4,94.4,12,1,0.0199999999999999,15,0,4,6,4,0.1666666666666666,41.5,2.1666666666666665,2,0,0.15,まくり
20250815,02,4R,2,2,2,39,0.13,0.14,1,0,24,4,5,3,16.6,37.5,50.0,4,1,-0.03,-1,-1,1,3,3,0.1666666666666666,41.5,2.1666666666666665,4,0,0.14,まくり
20250815,02,4R,3,3,3,46,0.19,0.19,0,0,21,1,4,5,4.7,23.8,47.6,1,6,0.03,6,0,6,4,5,0.1666666666666666,41.5,2.1666666666666665,6,0,0.15,まくり
20250815,02,4R,4,4,3,32,0.18,0.21,0,0,17,0,1,2,0.0,5.8,17.6,0,2,0.0199999999999999,-8,0,5,2,6,0.1666666666666666,41.5,2.1666666666666665,5,0,0.13,まくり
20250815,02,4R,5,5,1,30,0.16,0.15,0,0,16,2,2,3,12.5,25.0,43.7,2,3,0.0,-10,-2,2,1,1,0.1666666666666666,41.5,2.1666666666666665,1,1,0.18,まくり
20250815,02,4R,6,6,1,47,0.16,0.16,0,0,18,1,0,6,5.5,5.5,38.8,1,2,0.0,7,-2,3,5,2,0.1666666666666666,41.5,2.1666666666666665,3,0,0.12,まくり
20250815,02,5R,1,1,2,59,0.2,0.17,0,0,30,19,7,3,63.3,86.6,96.6,19,3,0.04,19,-1,5,6,2,0.1783333333333333,46.833333333333336,2.5,5,0,0.2,差し
20250815,02,5R,2,2,3,56,0.16,0.15,0,0,22,3,4,2,13.6,31.8,40.9,3,5,0.0,16,0,1,5,3,0.1783333333333333,46.833333333333336,2.5,3,0,0.15,差し
20250815,02,5R,3,3,3,52,0.19,0.17,0,0,18,2,2,5,11.1,22.2,50.0,2,4,0.03,12,0,4,3,4,0.1783333333333333,46.833333333333336,2.5,1,1,0.28,差し
20250815,02,5R,4,4,1,37,0.16,0.15,0,0,28,8,4,7,28.5,42.8,67.8,8,0,0.0,-3,-2,2,2,1,0.1783333333333333,46.833333333333336,2.5,2,0,0.23,差し
20250815,02,5R,5,5,3,25,0.2,0.23,0,0,21,0,1,3,0.0,4.7,19.0,0,2,0.04,-15,0,6,1,5,0.1783333333333333,46.833333333333336,2.5,6,0,0.28,差し
20250815,02,5R,6,6,3,52,0.16,0.17,1,0,17,0,1,4,0.0,5.8,29.4,0,6,0.0,12,0,3,4,6,0.1783333333333333,46.833333333333336,2.5,4,0,0.36,差し
20250815,02,6R,1,1,3,51,0.17,0.18,0,0,11,2,2,3,18.1,36.3,63.6,2,1,0.01,11,0,4,5,4,0.1683333333333333,40.333333333333336,2.1666666666666665,1,1,0.09,逃げ
20250815,02,6R,2,2,2,44,0.18,0.17,0,0,20,1,4,2,5.0,25.0,35.0,1,1,0.0199999999999999,4,-1,5,4,3,0.1683333333333333,40.333333333333336,2.1666666666666665,2,0,0.08,逃げ
20250815,02,6R,3,3,1,38,0.14,0.14,0,0,22,4,5,5,18.1,40.9,63.6,4,1,-0.0199999999999999,-2,-2,2,3,1,0.1683333333333333,40.333333333333336,2.1666666666666665,4,0,0.09,逃げ
20250815,02,6R,4,4,3,58,0.15,0.12,1,0,16,1,3,3,6.2,25.0,43.7,1,3,-0.01,18,0,3,6,5,0.1683333333333333,40.333333333333336,2.1666666666666665,6,0,0.05,逃げ
20250815,02,6R,5,5,3,25,0.26,0.16,0,0,15,0,1,2,0.0,6.6,20.0,0,3,0.1,-15,0,6,1,6,0.1683333333333333,40.333333333333336,2.1666666666666665,5,0,0.02,逃げ
20250815,02,6R,6,6,1,26,0.11,0.14,0,0,14,0,1,2,0.0,7.1,21.4,0,4,-0.05,-14,-2,1,2,2,0.1683333333333333,40.333333333333336,2.1666666666666665,3,0,0.04,逃げ
20250815,02,7R,1,1,1,43,0.16,0.18,1,0,26,18,3,3,69.2,80.7,92.3,18,2,0.0,3,-2,1,3,1,0.172,40.833333333333336,2.833333333333333,2,0,0.24,抜き
20250815,02,7R,2,2,3,45,0.17,0.18,1,0,16,0,2,2,0.0,12.5,25.0,0,3,0.01,5,0,3,4,2,0.172,40.833333333333336,2.833333333333333,1,1,0.19,抜き
20250815,02,7R,3,3,3,53,0.19,0.2,0,0,18,2,3,2,11.1,27.7,38.8,2,4,0.03,13,0,5,5,3,0.172,40.833333333333336,2.833333333333333,4,0,0.22,抜き
20250815,02,7R,4,4,3,62,0.16,0.14,0,0,18,2,4,6,11.1,33.3,66.6,2,2,0.0,22,0,2,6,4,0.172,40.833333333333336,2.833333333333333,3,0,0.17,抜き
