date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250813,13,6R,1,1,2,26,0.13,0.12,0,0,22.0,12.0,5.0,3.0,54.5,77.2,90.9,-0.03,-14,-1,1,4,2,0.1766666666666666,27.666666666666668,2.833333333333333,11,0,0,2,0,4,0,4,1,0,0,0,12,10,1,1,0.1,逃げ
20250813,13,6R,2,2,3,23,0.18,0.15,0,0,20.0,4.0,7.0,2.0,20.0,55.0,65.0,0.0199999999999999,-17,0,3,2,3,0.1766666666666666,27.666666666666668,2.833333333333333,0,13,3,0,0,0,0,2,0,1,1,0,4,16,2,0,0.18,逃げ
20250813,13,6R,3,3,4,23,0.22,0.2,0,0,19.0,1.0,3.0,1.0,5.2,21.0,26.3,0.06,-17,1,6,3,5,0.1766666666666666,27.666666666666668,2.833333333333333,0,8,0,1,1,8,0,0,0,0,0,1,1,18,6,0,0.19,逃げ
20250813,13,6R,4,4,1,37,0.19,0.2,0,0,21.0,2.0,4.0,6.0,9.5,28.5,57.1,0.03,-3,-2,5,5,1,0.1766666666666666,27.666666666666668,2.833333333333333,0,13,1,0,0,1,1,3,0,2,0,0,2,19,4,0,0.28,逃げ
20250813,13,6R,5,5,4,19,0.18,0.16,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,-21,1,4,1,6,0.1766666666666666,27.666666666666668,2.833333333333333,0,8,0,1,0,3,0,0,0,1,0,0,0,13,5,0,0.15,逃げ
20250813,13,6R,6,6,3,38,0.16,0.15,0,0,25.0,1.0,1.0,3.0,4.0,8.0,20.0,0.0,-2,0,2,6,4,0.1766666666666666,27.666666666666668,2.833333333333333,0,11,0,2,1,3,0,4,0,4,0,2,1,26,3,0,0.15,逃げ
