date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250817,04,1R,1,1,3,27,0.17,0.15,0,0,9.0,0.0,2.0,1.0,0.0,22.2,33.3,0.01,-13,0,3,1,2,0.166,42.833333333333336,3.0,0,0,0,4,0,4,0,0,0,1,0,0,0,9,,,0.05,まくり
20250817,04,1R,2,2,4,52,0.15,0.22,1,0,5.0,1.0,0.0,1.0,20.0,20.0,40.0,-0.01,12,1,1,5,5,0.166,42.833333333333336,3.0,0,3,1,1,0,0,0,0,0,0,0,0,1,4,4.0,0.0,0.01,まくり
20250817,04,1R,3,3,1,52,0.18,0.15,0,0,25.0,0.0,10.0,10.0,0.0,40.0,80.0,0.0199999999999999,12,-2,4,6,1,0.166,42.833333333333336,3.0,0,15,0,2,0,3,0,1,0,4,0,0,0,25,1.0,1.0,0.05,まくり
20250817,04,1R,4,4,4,30,,,0,0,,,,,,,,0.0,-10,1,6,2,6,0.166,42.833333333333336,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.17,まくり
20250817,04,1R,5,5,3,45,0.15,0.18,0,0,10.0,1.0,4.0,1.0,10.0,50.0,60.0,-0.01,5,0,2,3,3,0.166,42.833333333333336,3.0,0,3,0,2,0,1,1,2,0,1,0,0,1,9,5.0,0.0,0.16,まくり
20250817,04,1R,6,6,3,51,0.18,0.18,0,0,14.0,0.0,0.0,1.0,0.0,0.0,7.1,0.0199999999999999,11,0,5,4,4,0.166,42.833333333333336,3.0,0,9,0,1,0,2,0,1,0,1,0,0,0,14,2.0,0.0,0.15,まくり
20250817,04,2R,1,1,1,47,0.15,0.15,0,0,31.0,24.0,4.0,1.0,77.4,90.3,93.5,-0.01,7,-2,1,4,1,0.17,43.66666666666666,2.6666666666666665,23,0,0,3,0,0,0,4,1,1,0,0,24,8,1,1,0.13,逃げ
20250817,04,2R,2,2,3,43,0.2,0.21,1,0,12.0,0.0,3.0,2.0,0.0,25.0,41.6,0.04,3,0,6,3,2,0.17,43.66666666666666,2.6666666666666665,0,5,0,0,0,4,0,2,0,1,0,0,0,12,5,0,0.2,逃げ
20250817,04,2R,3,3,3,56,0.17,0.14,0,0,16.0,1.0,0.0,1.0,6.2,6.2,12.5,0.01,16,0,3,6,3,0.17,43.66666666666666,2.6666666666666665,0,9,0,1,0,4,0,0,1,1,0,0,1,15,4,0,0.19,逃げ
20250817,04,2R,4,4,3,31,0.17,0.19,1,0,14.0,1.0,1.0,4.0,7.1,14.2,42.8,0.01,-9,0,4,1,4,0.17,43.66666666666666,2.6666666666666665,0,8,1,1,0,3,0,0,0,0,0,1,1,13,2,0,0.19,逃げ
20250817,04,2R,5,5,3,35,0.16,0.14,0,0,20.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,-5,0,2,2,5,0.17,43.66666666666666,2.6666666666666665,0,13,0,3,0,2,0,0,0,2,0,0,0,20,6,0,0.19,逃げ
20250817,04,2R,6,6,3,50,0.17,0.2,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,10,0,5,5,6,0.17,43.66666666666666,2.6666666666666665,0,5,0,1,0,1,0,2,0,1,0,1,0,11,3,0,0.17,逃げ
20250817,04,3R,1,1,3,56,0.17,0.16,0,0,21.0,11.0,8.0,0.0,52.3,90.4,90.4,0.01,16,0,5,6,3,0.16,38.16666666666666,2.333333333333333,11,0,0,5,0,2,0,2,0,1,0,0,11,10,2,0,0.17,差し
20250817,04,3R,2,2,1,37,0.16,0.16,0,0,16.0,2.0,6.0,3.0,12.5,50.0,68.7,0.0,-3,-2,3,4,1,0.16,38.16666666666666,2.333333333333333,0,10,2,0,0,2,0,2,0,0,0,0,2,14,1,1,0.08,差し
20250817,04,3R,3,3,3,29,0.14,0.15,1,0,18.0,3.0,3.0,4.0,16.6,33.3,55.5,-0.0199999999999999,-11,0,1,1,4,0.16,38.16666666666666,2.333333333333333,0,7,0,3,1,1,2,3,0,2,0,0,3,16,6,0,0.1,差し
20250817,04,3R,4,4,3,34,0.16,0.16,1,0,22.0,1.0,0.0,4.0,4.5,4.5,22.7,0.0,-6,0,4,2,5,0.16,38.16666666666666,2.333333333333333,0,11,0,2,1,4,0,1,0,1,0,2,1,21,4,0,0.08,差し
20250817,04,3R,5,5,1,38,0.14,0.17,0,0,18.0,3.0,2.0,1.0,16.6,27.7,33.3,-0.0199999999999999,-2,-2,2,5,2,0.16,38.16666666666666,2.333333333333333,0,10,0,0,1,2,2,2,0,1,0,0,3,15,3,0,0.09,差し
20250817,04,3R,6,6,3,35,0.19,0.22,0,0,17.0,1.0,0.0,3.0,5.8,5.8,23.5,0.03,-5,0,6,3,6,0.16,38.16666666666666,2.333333333333333,0,9,1,2,0,3,0,0,0,2,0,0,1,16,5,0,0.25,差し
20250817,04,4R,1,1,3,27,0.21,0.18,0,0,19.0,9.0,5.0,1.0,47.3,73.6,78.9,0.0499999999999999,-13,0,5,1,3,0.1799999999999999,41.5,2.5,8,0,0,3,0,4,0,3,1,0,0,0,9,10,3,0,0.22,まくり
20250817,04,4R,2,2,1,35,0.16,0.16,0,0,18.0,2.0,6.0,4.0,11.1,44.4,66.6,0.0,-5,-2,2,2,1,0.1799999999999999,41.5,2.5,0,10,1,1,0,1,0,4,1,0,0,0,2,16,2,0,0.24,まくり
20250817,04,4R,3,3,2,41,0.16,0.16,0,0,23.0,2.0,1.0,8.0,8.7,13.0,47.8,0.0,1,-1,3,4,2,0.1799999999999999,41.5,2.5,0,10,0,4,2,1,0,2,0,3,0,1,2,21,1,1,0.15,まくり
20250817,04,4R,4,4,3,46,0.22,0.21,0,0,22.0,0.0,3.0,2.0,0.0,13.6,22.7,0.06,6,0,6,5,4,0.1799999999999999,41.5,2.5,0,8,0,2,0,2,0,4,0,4,0,2,0,22,6,0,0.34,まくり
20250817,04,4R,5,5,3,63,0.18,,0,0,,,,,,,,0.0199999999999999,23,0,4,6,5,0.1799999999999999,41.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.22,まくり
