date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250814,23,1R,1,1,2,32,0.16,0.14,1,0,22.0,15.0,0.0,1.0,68.1,68.1,72.7,15,5,0.0,-8,-1,1,3,1,0.174,36.833333333333336,3.0,1,1,0.07,逃げ
20250814,23,1R,2,2,3,42,0.18,0.22,0,0,18.0,0.0,5.0,2.0,0.0,27.7,38.8,0,1,0.0199999999999999,2,0,3,4,2,0.174,36.833333333333336,3.0,3,0,0.08,逃げ
20250814,23,1R,3,3,3,50,0.16,0.17,1,0,20.0,3.0,1.0,3.0,15.0,20.0,35.0,3,4,0.0,10,0,2,5,3,0.174,36.833333333333336,3.0,4,0,0.05,逃げ
20250814,23,1R,4,4,3,52,0.19,0.17,0,0,21.0,2.0,2.0,3.0,9.5,19.0,33.3,2,0,0.03,12,0,5,6,4,0.174,36.833333333333336,3.0,2,0,0.05,逃げ
20250814,23,1R,5,5,3,22,0.18,0.2,1,0,25.0,2.0,2.0,3.0,8.0,16.0,28.0,2,2,0.0199999999999999,-18,0,4,1,5,0.174,36.833333333333336,3.0,5,0,0.11,逃げ
20250814,23,1R,6,6,4,23,,0.21,1,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,-17,1,6,2,6,0.174,36.833333333333336,3.0,6,0,0.14,逃げ
20250814,23,2R,1,1,2,31,0.2,0.18,0,0,26.0,18.0,3.0,3.0,69.2,80.7,92.3,18,1,0.04,-9,-1,5,3,1,0.1833333333333333,38.0,2.6666666666666665,3,0,0.17,まくり差し
20250814,23,2R,2,2,3,26,0.2,0.19,0,0,18.0,3.0,5.0,4.0,16.6,44.4,66.6,3,2,0.04,-14,0,6,1,3,0.1833333333333333,38.0,2.6666666666666665,5,0,0.09,まくり差し
20250814,23,2R,3,3,2,27,0.19,0.16,0,0,23.0,7.0,8.0,3.0,30.4,65.2,78.2,7,0,0.03,-13,-1,4,2,2,0.1833333333333333,38.0,2.6666666666666665,2,0,0.16,まくり差し
20250814,23,2R,4,4,3,46,0.17,0.17,0,0,20.0,0.0,2.0,5.0,0.0,10.0,35.0,0,1,0.01,6,0,1,5,4,0.1833333333333333,38.0,2.6666666666666665,4,0,0.16,まくり差し
20250814,23,2R,5,5,3,43,0.17,0.17,0,0,21.0,2.0,1.0,1.0,9.5,14.2,19.0,2,2,0.01,3,0,2,4,5,0.1833333333333333,38.0,2.6666666666666665,1,1,0.11,まくり差し
20250814,23,2R,6,6,3,55,0.17,0.17,0,0,12.0,0.0,1.0,0.0,0.0,8.3,8.3,0,1,0.01,15,0,3,6,6,0.1833333333333333,38.0,2.6666666666666665,6,0,0.21,まくり差し
20250814,23,3R,1,1,2,47,0.17,0.16,0,0,33.0,18.0,5.0,2.0,54.5,69.7,75.7,18,3,0.01,7,-1,3,5,2,0.168,39.0,2.6666666666666665,1.0,1.0,0.13,逃げ
20250814,23,3R,2,2,3,43,0.19,0.18,0,0,22.0,7.0,6.0,2.0,31.8,59.0,68.1,7,2,0.03,3,0,5,3,3,0.168,39.0,2.6666666666666665,5.0,0.0,0.13,逃げ
20250814,23,3R,3,3,3,24,0.16,0.15,1,0,16.0,1.0,0.0,3.0,6.2,6.2,25.0,1,1,0.0,-16,0,2,2,4,0.168,39.0,2.6666666666666665,2.0,0.0,0.15,逃げ
20250814,23,3R,4,4,1,44,0.14,0.13,0,0,22.0,7.0,5.0,2.0,31.8,54.5,63.6,7,1,-0.0199999999999999,4,-2,1,4,1,0.168,39.0,2.6666666666666665,4.0,0.0,0.17,逃げ
20250814,23,3R,5,5,3,57,0.18,0.17,1,0,19.0,0.0,2.0,6.0,0.0,10.5,42.1,0,1,0.0199999999999999,17,0,4,6,5,0.168,39.0,2.6666666666666665,3.0,0.0,0.23,逃げ
20250814,23,3R,6,6,4,19,,0.2,0,0,32.0,0.0,1.0,0.0,0.0,3.1,3.1,0,7,0.0,-21,1,6,1,6,0.168,39.0,2.6666666666666665,,,0.13,逃げ
20250814,23,4R,1,1,2,40,0.15,0.16,0,0,21.0,12.0,2.0,3.0,57.1,66.6,80.9,12,2,-0.01,0,-1,3,3,3,0.1666666666666666,41.333333333333336,2.1666666666666665,3,0,0.25,まくり差し
20250814,23,4R,2,2,3,44,0.16,0.16,0,0,21.0,2.0,7.0,2.0,9.5,42.8,52.3,2,2,0.0,4,0,4,4,4,0.1666666666666666,41.333333333333336,2.1666666666666665,6,0,0.16,まくり差し
20250814,23,4R,3,3,1,26,0.13,0.13,0,0,14.0,2.0,3.0,5.0,14.2,35.7,71.4,2,3,-0.03,-14,-2,1,1,1,0.1666666666666666,41.333333333333336,2.1666666666666665,1,1,0.12,まくり差し
20250814,23,4R,4,4,3,54,0.21,0.2,0,0,25.0,3.0,3.0,6.0,12.0,24.0,48.0,3,6,0.0499999999999999,14,0,5,6,5,0.1666666666666666,41.333333333333336,2.1666666666666665,5,0,0.18,まくり差し
20250814,23,4R,5,5,3,33,0.21,0.17,0,0,8.0,0.0,0.0,1.0,0.0,0.0,12.5,0,1,0.0499999999999999,-7,0,6,2,6,0.1666666666666666,41.333333333333336,2.1666666666666665,4,0,0.2,まくり差し
20250814,23,4R,6,6,1,51,0.14,,1,0,,,,,,,,0,0,-0.0199999999999999,11,-2,2,5,2,0.1666666666666666,41.333333333333336,2.1666666666666665,2,0,0.19,まくり差し
20250814,23,5R,1,1,1,60,0.15,0.13,0,0,33.0,15.0,10.0,2.0,45.4,75.7,81.8,15,4,-0.01,20,-2,1,6,1,0.1666666666666666,35.666666666666664,2.0,1,1,0.05,抜き
20250814,23,5R,2,2,2,39,0.17,0.16,0,0,17.0,2.0,8.0,1.0,11.7,58.8,64.7,2,1,0.01,-1,-1,5,5,4,0.1666666666666666,35.666666666666664,2.0,2,0,0.14,抜き
20250814,23,5R,3,3,1,29,0.15,0.12,1,0,17.0,7.0,3.0,4.0,41.1,58.8,82.3,7,2,-0.01,-11,-2,2,2,2,0.1666666666666666,35.666666666666664,2.0,3,0,0.11,抜き
20250814,23,5R,4,4,3,29,0.16,0.16,0,0,19.0,1.0,5.0,1.0,5.2,31.5,36.8,1,2,0.0,-11,0,3,3,5,0.1666666666666666,35.666666666666664,2.0,6,0,0.19,抜き
20250814,23,5R,5,5,1,32,0.16,0.16,0,0,25.0,3.0,6.0,7.0,12.0,36.0,64.0,3,5,0.0,-8,-2,4,4,3,0.1666666666666666,35.666666666666664,2.0,4,0,0.14,抜き
20250814,23,5R,6,6,4,25,0.21,0.2,0,0,28.0,0.0,1.0,1.0,0.0,3.5,7.1,0,2,0.0499999999999999,-15,1,6,1,6,0.1666666666666666,35.666666666666664,2.0,5,0,0.14,抜き
20250814,23,6R,1,1,3,44,0.15,0.11,0,0,14.0,10.0,3.0,0.0,71.4,92.8,92.8,10,2,-0.01,4,0,2,6,4,0.1579999999999999,32.833333333333336,2.5,1,1,0.08,逃げ
20250814,23,6R,2,2,2,39,0.17,0.18,0,0,23.0,3.0,4.0,10.0,13.0,30.4,73.9,3,2,0.01,-1,-1,4,5,2,0.1579999999999999,32.833333333333336,2.5,2,0,0.11,逃げ
20250814,23,6R,3,3,2,30,0.15,0.14,0,0,20.0,2.0,7.0,1.0,10.0,45.0,50.0,2,2,-0.01,-10,-1,3,3,3,0.1579999999999999,32.833333333333336,2.5,4,0,0.06,逃げ
20250814,23,6R,4,4,3,24,0.2,0.21,0,0,24.0,0.0,3.0,2.0,0.0,12.5,20.8,0,1,0.04,-16,0,5,2,5,0.1579999999999999,32.833333333333336,2.5,5,0,0.16,逃げ
20250814,23,6R,5,5,4,23,,,1,0,,,,,,,,0,0,0.0,-17,1,6,1,6,0.1579999999999999,32.833333333333336,2.5,6,0,0.19,逃げ
20250814,23,6R,6,6,1,37,0.12,0.11,0,0,21.0,0.0,4.0,3.0,0.0,19.0,33.3,0,1,-0.04,-3,-2,1,4,1,0.1579999999999999,32.833333333333336,2.5,3,0,0.11,逃げ
