date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250817,13,1R,1,1,3,55,0.17,0.14,1,0,17.0,7.0,5.0,3.0,41.1,70.5,88.2,0.01,15,0,3,6,2,0.1633333333333333,38.0,2.833333333333333,7,0,0,2,0,0,0,5,0,2,0,1,7,10,1,1,0.14,逃げ
20250817,13,1R,2,2,3,31,0.17,0.16,1,0,14.0,1.0,2.0,7.0,7.1,21.4,71.4,0.01,-9,0,4,2,3,0.1633333333333333,38.0,2.833333333333333,0,9,1,1,0,1,0,2,0,0,0,0,1,13,5,0,0.22,逃げ
20250817,13,1R,3,3,1,35,0.12,0.12,1,0,25.0,6.0,8.0,3.0,24.0,56.0,68.0,-0.04,-5,-2,1,3,1,0.1633333333333333,38.0,2.833333333333333,0,9,0,4,4,2,1,2,1,2,0,0,6,19,2,0,0.15,逃げ
20250817,13,1R,4,4,4,23,0.2,0.27,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-17,1,6,1,6,0.1633333333333333,38.0,2.833333333333333,0,1,0,1,0,0,0,0,0,1,0,0,0,3,6,0,0.18,逃げ
20250817,13,1R,5,5,3,38,0.17,0.17,0,0,20.0,2.0,4.0,5.0,10.0,30.0,55.0,0.01,-2,0,5,4,4,0.1633333333333333,38.0,2.833333333333333,0,8,0,2,0,3,1,3,1,2,0,0,2,18,4,0,0.14,逃げ
20250817,13,1R,6,6,3,46,0.15,0.17,0,0,19.0,0.0,1.0,2.0,0.0,5.2,15.7,-0.01,6,0,2,5,5,0.1633333333333333,38.0,2.833333333333333,0,7,0,5,0,5,0,2,0,0,0,0,0,19,3,0,0.09,逃げ
