date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_winK_逃げ,L1_loseK_逃げ,L1_winK_差し,L1_loseK_差し,L1_winK_まくり,L1_loseK_まくり,L1_winK_まくり差し,L1_loseK_まくり差し,L1_winK_抜き,L1_loseK_抜き,L1_winK_恵まれ,L1_loseK_恵まれ,L1_winK_total,L1_loseK_total,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_winK_逃げ,L2_loseK_逃げ,L2_winK_差し,L2_loseK_差し,L2_winK_まくり,L2_loseK_まくり,L2_winK_まくり差し,L2_loseK_まくり差し,L2_winK_抜き,L2_loseK_抜き,L2_winK_恵まれ,L2_loseK_恵まれ,L2_winK_total,L2_loseK_total,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_winK_逃げ,L3_loseK_逃げ,L3_winK_差し,L3_loseK_差し,L3_winK_まくり,L3_loseK_まくり,L3_winK_まくり差し,L3_loseK_まくり差し,L3_winK_抜き,L3_loseK_抜き,L3_winK_恵まれ,L3_loseK_恵まれ,L3_winK_total,L3_loseK_total,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_winK_逃げ,L4_loseK_逃げ,L4_winK_差し,L4_loseK_差し,L4_winK_まくり,L4_loseK_まくり,L4_winK_まくり差し,L4_loseK_まくり差し,L4_winK_抜き,L4_loseK_抜き,L4_winK_恵まれ,L4_loseK_恵まれ,L4_winK_total,L4_loseK_total,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_winK_逃げ,L5_loseK_逃げ,L5_winK_差し,L5_loseK_差し,L5_winK_まくり,L5_loseK_まくり,L5_winK_まくり差し,L5_loseK_まくり差し,L5_winK_抜き,L5_loseK_抜き,L5_winK_恵まれ,L5_loseK_恵まれ,L5_winK_total,L5_loseK_total,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_winK_逃げ,L6_loseK_逃げ,L6_winK_差し,L6_loseK_差し,L6_winK_まくり,L6_loseK_まくり,L6_winK_まくり差し,L6_loseK_まくり差し,L6_winK_抜き,L6_loseK_抜き,L6_winK_恵まれ,L6_loseK_恵まれ,L6_winK_total,L6_loseK_total,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250809,07,1R,1,3,48,0.14,0.14,0,0,24,14,2,5,58.3,66.6,87.5,14,0,0,3,0,0,0,6,0,1,0,0,14,10,-0.01999999999999999,8,0,1,5,3,2,1,39,0.17,0.18,0,0,22,2,7,4,9.0,40.9,59.0,0,12,2,0,0,3,0,3,0,1,0,1,2,20,0.010000000000000009,-1,-2,2,3,1,3,3,49,0.18,0.17,0,0,18,2,1,6,11.1,16.6,50.0,0,7,0,2,1,2,0,4,1,1,0,0,2,16,0.01999999999999999,9,0,4,6,4,4,3,27,0.19,0.21,1,0,16,0,4,3,0.0,25.0,43.7,0,6,0,3,0,4,0,0,0,2,0,1,0,16,0.03,-13,0,5,2,5,5,2,41,0.17,0.19,0,0,20,2,5,2,10.0,35.0,45.0,0,12,0,3,1,1,1,1,0,1,0,0,2,18,0.010000000000000009,1,-1,3,4,2,6,4,20,0.21,0.16,1,0,58.0,0.0,1.0,0.0,0.0,1.7,1.7,0,24,0,8,0,12,0,10,0,4,0,0,0,58,0.04999999999999999,-20,1,6,1,6,0.17666666666666667,37.333333333333336,2.6666666666666665
20250809,07,2R,1,3,45,0.21,0.21,0,0,14,6,3,0,42.8,64.2,64.2,6,0,0,2,0,3,0,2,0,1,0,0,6,8,0.04999999999999999,5,0,6,3,3,2,1,42,0.15,0.15,0,0,23,10,4,2,43.4,60.8,69.5,0,7,4,1,6,1,0,2,0,2,0,0,10,13,-0.010000000000000009,2,-2,1,1,1,3,3,44,0.16,0.17,1,0,21,1,5,3,4.7,28.5,42.8,0,13,0,1,1,6,0,0,0,0,0,0,1,20,0.0,4,0,2,2,4,4,3,51,0.16,0.11,1,0,17,2,2,1,11.7,23.5,29.4,0,7,0,4,2,3,0,1,0,0,0,0,2,15,0.0,11,0,3,5,5,5,3,59,0.16,0.18,0,0,20,0,3,3,0.0,15.0,30.0,0,10,0,2,0,5,0,1,0,2,0,0,0,20,0.0,19,0,4,6,6,6,1,45,0.16,0.15,0,0,13.0,0.0,1.0,2.0,0.0,7.6,23.0,0,6,0,2,0,2,0,2,0,1,0,0,0,13,0.0,5,-2,5,4,2,0.16666666666666666,47.666666666666664,2.3333333333333335
20250809,07,3R,1,3,25,0.19,0.17,0,0,21,12,2,2,57.1,66.6,76.1,11,0,0,0,0,5,0,1,1,2,0,1,12,9,0.03,-15,0,5,1,4,2,3,26,0.17,0.18,0,0,19,0,5,7,0.0,26.3,63.1,0,13,0,1,0,3,0,2,0,0,0,0,0,19,0.010000000000000009,-14,0,3,3,5,3,1,25,0.16,0.14,0,0,25,2,11,4,8.0,52.0,68.0,0,14,0,2,1,3,0,3,1,1,0,0,2,23,0.0,-15,-2,1,2,1,4,3,48,0.19,0.18,0,0,17,3,4,1,17.6,41.1,47.0,0,11,1,0,1,2,1,1,0,1,0,0,3,15,0.03,8,0,6,6,6,5,1,45,0.17,0.16,0,0,26,2,9,3,7.6,42.3,53.8,0,13,0,5,0,2,2,1,0,3,0,0,2,24,0.010000000000000009,5,-2,4,5,2,6,2,38,0.16,0.16,0,0,24.0,3.0,4.0,5.0,12.5,29.1,50.0,0,11,0,2,2,3,1,2,0,3,0,0,3,21,0.0,-2,-1,2,4,3,0.17333333333333334,34.5,2.1666666666666665
20250809,07,4R,1,3,46,0.15,0.14,0,0,18,8,5,1,44.4,72.2,77.7,8,0,0,4,0,2,0,2,0,2,0,0,8,10,-0.010000000000000009,6,0,3,5,4,2,1,41,0.15,0.14,0,0,25,7,7,4,28.0,56.0,72.0,0,11,4,1,3,2,0,2,0,2,0,0,7,18,-0.010000000000000009,1,-2,4,4,1,3,3,57,0.15,0.13,0,0,25,0,6,2,0.0,24.0,32.0,0,16,0,3,0,4,0,2,0,0,0,0,0,25,-0.010000000000000009,17,0,5,6,5,4,2,25,0.14,0.13,1,0,20,3,3,4,15.0,30.0,50.0,0,11,0,3,2,1,1,2,0,0,0,0,3,17,-0.01999999999999999,-15,-1,2,1,3,5,4,25,0.25,0.17,0,0,8,1,0,0,12.5,12.5,12.5,0,6,0,1,0,0,1,0,0,0,0,0,1,7,0.09,-15,1,6,2,6,6,1,28,0.13,0.1,0,0,15.0,0.0,2.0,5.0,0.0,13.3,46.6,0,8,0,1,0,2,0,2,0,2,0,0,0,15,-0.03,-12,-2,1,3,2,0.16166666666666665,37.0,2.3333333333333335
20250809,07,5R,1,3,27,0.19,0.17,1,0,11,3,0,3,27.2,27.2,54.5,3,0,0,0,0,6,0,1,0,1,0,0,3,8,0.03,-13,0,6,3,4,2,1,25,0.15,0.15,0,0,24,7,5,5,29.1,50.0,70.8,0,12,1,0,6,3,0,1,0,0,0,1,7,17,-0.010000000000000009,-15,-2,2,2,1,3,2,23,0.16,0.2,0,0,16,1,6,6,6.2,43.7,81.2,0,9,0,1,1,4,0,0,0,1,0,0,1,15,0.0,-17,-1,4,1,3,4,3,27,0.13,0.11,0,0,19,1,5,5,5.2,31.5,57.8,0,11,0,2,1,2,0,1,0,2,0,0,1,18,-0.03,-13,0,1,4,5,5,1,53,0.17,0.15,0,0,5,1,0,1,20.0,20.0,40.0,0,2,0,1,1,1,0,0,0,0,0,0,1,4,0.010000000000000009,13,-2,5,6,2,6,3,50,0.15,0.16,0,0,11.0,0.0,1.0,3.0,0.0,9.0,36.3,0,4,0,1,0,2,0,2,0,2,0,0,0,11,-0.010000000000000009,10,0,3,5,6,0.15833333333333335,34.166666666666664,2.1666666666666665
20250809,07,6R,1,2,32,0.13,0.14,0,0,33,25,1,4,75.7,78.7,90.9,25,0,0,3,0,3,0,2,0,0,0,0,25,8,-0.03,-8,-1,1,3,3,2,3,37,0.18,0.17,0,0,16,3,2,1,18.7,31.2,37.5,0,9,3,0,0,3,0,1,0,0,0,0,3,13,0.01999999999999999,-3,0,4,4,4,3,1,38,0.17,0.15,0,0,21,5,3,4,23.8,38.1,57.1,0,9,2,2,2,3,1,1,0,2,0,0,5,17,0.010000000000000009,-2,-2,3,5,1,4,4,24,,0.22,0,0,8,0,0,2,0.0,0.0,25.0,0,4,0,1,0,1,0,1,0,0,0,1,0,8,0.0,-16,1,6,2,6,5,3,23,0.18,0.17,0,0,17,1,3,4,5.8,23.5,47.0,0,11,0,3,0,0,1,1,0,1,0,0,1,16,0.01999999999999999,-17,0,5,1,5,6,1,49,0.16,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,-2,2,6,2,0.16399999999999998,33.833333333333336,2.3333333333333335
20250809,07,7R,1,1,36,0.15,0.15,0,0,36,27,6,1,75.0,91.6,94.4,27,0,0,1,0,2,0,5,0,1,0,0,27,9,-0.010000000000000009,-4,-2,2,3,1,2,3,48,0.14,0.14,0,0,23,2,7,3,8.7,39.1,52.1,0,16,2,0,0,3,0,1,0,1,0,0,2,21,-0.01999999999999999,8,0,1,6,4,3,1,44,0.15,0.14,0,0,24,4,5,5,16.6,37.5,58.3,0,13,1,4,1,2,2,0,0,1,0,0,4,20,-0.010000000000000009,4,-2,3,5,2,4,2,37,0.16,0.12,1,0,25,4,4,8,16.0,32.0,64.0,0,15,1,2,1,1,2,1,0,2,0,0,4,21,0.0,-3,-1,4,4,3,5,3,28,0.17,0.16,0,0,13,2,2,0,15.3,30.7,30.7,0,7,0,1,2,2,0,1,0,0,0,0,2,11,0.010000000000000009,-12,0,5,2,5,6,3,26,0.17,0.17,0,0,14.0,0.0,0.0,2.0,0.0,0.0,14.2,0,9,0,1,0,3,0,0,0,1,0,0,0,14,0.010000000000000009,-14,0,6,1,6,0.1566666666666667,36.5,2.1666666666666665
20250809,07,8R,1,2,25,0.14,0.16,1,0,17,12,1,1,70.5,76.4,82.3,10,0,0,0,0,3,0,2,2,0,0,0,12,5,-0.01999999999999999,-15,-1,2,1,3,2,1,47,0.13,0.14,0,0,19,1,9,4,5.2,52.6,73.6,0,15,0,0,1,1,0,1,0,1,0,0,1,18,-0.03,7,-2,1,3,1,3,3,48,0.19,0.17,0,0,16,1,5,1,6.2,37.5,43.7,0,8,0,3,1,2,0,1,0,0,0,1,1,15,0.03,8,0,6,4,4,4,3,54,0.18,0.17,0,0,25,2,3,4,8.0,20.0,36.0,0,13,0,2,0,4,2,2,0,2,0,0,2,23,0.01999999999999999,14,0,5,6,5,5,1,39,0.17,0.14,0,0,19,4,3,3,21.0,36.8,52.6,0,6,0,2,2,5,1,2,1,0,0,0,4,15,0.010000000000000009,-1,-2,4,2,2,6,3,51,0.16,0.21,1,0,16.0,1.0,0.0,0.0,6.2,6.2,6.2,0,10,1,0,0,2,0,2,0,1,0,0,1,15,0.0,11,0,3,5,6,0.16166666666666668,44.0,2.1666666666666665
20250809,07,9R,1,1,43,0.13,0.13,0,0,35,21,8,3,60.0,82.8,91.4,21,0,0,6,0,3,0,4,0,0,0,1,21,14,-0.03,3,-2,1,3,1,2,3,59,0.16,0.16,0,0,20,3,5,6,15.0,40.0,70.0,0,14,1,0,2,1,0,1,0,1,0,0,3,17,0.0,19,0,4,6,4,3,2,41,0.17,0.15,0,0,18,3,4,8,16.6,38.8,83.3,0,10,0,4,0,1,3,0,0,0,0,0,3,15,0.010000000000000009,1,-1,6,2,3,4,3,50,0.15,0.15,0,0,23,1,3,8,4.3,17.3,52.1,0,15,0,1,1,4,0,2,0,0,0,0,1,22,-0.010000000000000009,10,0,2,4,5,5,1,25,0.16,0.2,0,0,14,1,0,7,7.1,7.1,57.1,0,8,0,2,0,3,1,0,0,0,0,0,1,13,0.0,-15,-2,5,1,2,6,3,57,0.15,0.18,0,0,23.0,0.0,0.0,1.0,0.0,0.0,4.3,0,13,0,0,0,4,0,3,0,3,0,0,0,23,-0.010000000000000009,17,0,3,5,6,0.15333333333333335,45.833333333333336,2.1666666666666665
20250809,07,10R,1,1,39,0.15,0.13,0,0,34,24,4,5,70.5,82.3,97.0,24,0,0,2,0,3,0,2,0,3,0,0,24,10,-0.010000000000000009,-1,-2,1,2,1,2,2,47,0.16,0.17,0,0,20,0,10,4,0.0,50.0,70.0,0,10,0,3,0,2,0,5,0,0,0,0,0,20,0.0,7,-1,2,5,3,3,1,45,0.17,0.14,0,0,26,2,12,6,7.6,53.8,76.9,0,18,0,1,1,1,1,2,0,2,0,0,2,24,0.010000000000000009,5,-2,5,4,2,4,3,49,0.18,0.18,0,0,19,0,2,6,0.0,10.5,42.1,0,11,0,5,0,1,0,1,0,1,0,0,0,19,0.01999999999999999,9,0,6,6,5,5,2,35,0.16,0.14,0,0,27,1,7,3,3.7,29.6,40.7,0,14,0,2,0,6,1,5,0,0,0,0,1,27,0.0,-5,-1,3,1,4,6,3,44,0.16,0.15,1,0,11.0,0.0,0.0,3.0,0.0,0.0,27.2,0,7,0,1,0,1,0,1,0,1,0,0,0,11,0.0,4,0,4,3,6,0.16333333333333333,43.166666666666664,2.0
