date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250814,13,1R,1,1,3,28,0.17,0.16,0,0,13,5,1,2,38.4,46.1,61.5,0.01,-12,0,2,2,2,0.185,34.5,2.833333333333333,4,0,0,5,0,1,0,0,1,1,0,1,5,8,1,1,0.08,逃げ
20250814,13,1R,2,2,3,38,0.2,0.23,1,0,19,1,2,4,5.2,15.7,36.8,0.04,-2,0,5,4,3,0.185,34.5,2.833333333333333,0,11,1,0,0,2,0,2,0,3,0,0,1,18,5,0,0.1,逃げ
20250814,13,1R,3,3,2,45,0.18,0.19,0,0,32,4,6,12,12.5,31.2,68.7,0.0199999999999999,5,-1,3,6,1,0.185,34.5,2.833333333333333,0,16,1,3,1,6,2,2,0,1,0,0,4,28,2,0,0.11,逃げ
20250814,13,1R,4,4,3,36,0.16,0.17,0,0,19,2,1,7,10.5,15.7,52.6,0.0,-4,0,1,3,4,0.185,34.5,2.833333333333333,0,10,1,1,1,1,0,3,0,2,0,0,2,17,6,0,0.15,逃げ
20250814,13,1R,5,5,3,39,0.19,0.2,0,0,26,1,2,2,3.8,11.5,19.2,0.03,-1,0,4,5,5,0.185,34.5,2.833333333333333,0,15,0,7,0,1,0,1,1,1,0,0,1,25,3,0,0.12,逃げ
20250814,13,1R,6,6,3,21,0.21,0.19,0,0,46,2,2,3,4.3,8.7,15.2,0.0499999999999999,-19,0,6,1,6,0.185,34.5,2.833333333333333,0,23,1,8,1,7,0,4,0,3,0,0,2,45,4,0,0.12,逃げ
20250814,13,2R,1,1,2,46,0.16,0.14,0,0,32,18,7,3,56.2,78.1,87.5,0.0,6,-1,2,5,1,0.1666666666666666,34.666666666666664,2.5,18,0,0,5,0,7,0,2,0,0,0,0,18,14,1,1,0.17,逃げ
20250814,13,2R,2,2,2,35,0.16,0.16,0,0,16,3,2,5,18.7,31.2,62.5,0.0,-5,-1,3,4,2,0.1666666666666666,34.666666666666664,2.5,0,8,3,1,0,3,0,1,0,0,0,0,3,13,3,0,0.17,逃げ
20250814,13,2R,3,3,2,26,0.13,0.15,0,0,13,2,3,4,15.3,38.4,69.2,-0.03,-14,-1,1,2,3,0.1666666666666666,34.666666666666664,2.5,0,9,0,1,1,0,1,1,0,0,0,0,2,11,2,0,0.18,逃げ
20250814,13,2R,4,4,3,27,0.19,0.19,0,0,8,1,2,0,12.5,37.5,37.5,0.03,-13,0,6,3,4,0.1666666666666666,34.666666666666664,2.5,0,4,0,0,1,2,0,0,0,1,0,0,1,7,6,0,0.18,逃げ
20250814,13,2R,5,5,3,23,0.18,0.15,0,0,24,1,1,8,4.1,8.3,41.6,0.0199999999999999,-17,0,4,1,5,0.1666666666666666,34.666666666666664,2.5,0,17,0,2,0,2,1,1,0,2,0,0,1,24,4,0,0.2,逃げ
20250814,13,2R,6,6,3,51,0.18,0.18,0,0,18,0,1,4,0.0,5.5,27.7,0.0199999999999999,11,0,5,6,6,0.1666666666666666,34.666666666666664,2.5,0,7,0,4,0,4,0,3,0,0,0,0,0,18,5,0,0.16,逃げ
20250814,13,3R,1,1,1,27,0.14,0.12,0,0,21,16,0,3,76.1,76.1,90.4,-0.0199999999999999,-13,-2,1,3,1,0.165,33.833333333333336,2.333333333333333,16,0,0,0,0,2,0,2,0,0,0,1,16,5,1,1,0.12,逃げ
20250814,13,3R,2,2,2,53,0.17,0.19,0,0,4,0,2,1,0.0,50.0,75.0,0.01,13,-1,3,6,2,0.165,33.833333333333336,2.333333333333333,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0.14,逃げ
20250814,13,3R,3,3,2,46,0.14,0.13,0,0,32,13,10,6,40.6,71.8,90.6,-0.0199999999999999,6,-1,2,5,3,0.165,33.833333333333336,2.333333333333333,0,16,0,0,4,2,8,1,1,0,0,0,13,19,2,0,0.13,逃げ
20250814,13,3R,4,4,3,34,0.17,0.16,0,0,13,3,3,4,23.0,46.1,76.9,0.01,-6,0,4,4,5,0.165,33.833333333333336,2.333333333333333,0,4,1,1,1,2,0,2,1,1,0,0,3,10,5,0,0.07,逃げ
20250814,13,3R,5,5,2,24,0.19,0.16,0,0,22,1,3,6,4.5,18.1,45.4,0.03,-16,-1,6,2,4,0.165,33.833333333333336,2.333333333333333,0,11,0,5,0,3,1,1,0,1,0,0,1,21,4,0,0.1,逃げ
20250814,13,3R,6,6,4,19,0.18,0.17,0,0,66,0,2,1,0.0,3.0,4.5,0.0199999999999999,-21,1,5,1,6,0.165,33.833333333333336,2.333333333333333,0,27,0,11,0,15,0,10,0,3,0,0,0,66,6,0,0.11,逃げ
20250814,13,4R,1,1,1,38,0.14,0.13,0,0,22,16,2,2,72.7,81.8,90.9,-0.0199999999999999,-2,-2,1,3,1,0.162,37.16666666666666,2.333333333333333,16,0,0,4,0,1,0,1,0,0,0,0,16,6,4,0,0.21,まくり差し
20250814,13,4R,2,2,3,40,0.2,0.17,0,0,23,4,7,0,17.3,47.8,47.8,0.04,0,0,5,4,4,0.162,37.16666666666666,2.333333333333333,0,8,3,2,0,2,0,6,1,1,0,0,4,19,6,0,0.15,まくり差し
