date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250809,24,1R,1,1,3,46,0.21,0.17,0,0,15.0,3.0,4.0,2.0,20.0,46.6,60.0,0.0499999999999999,6,0,4,5,1,0.184,34.166666666666664,3.333333333333333,3,0,0,4,0,4,0,3,0,1,0,0,3,12,2,0,0.22,差し
20250809,24,1R,2,2,3,49,0.18,0.17,0,0,10.0,1.0,4.0,1.0,10.0,50.0,60.0,0.0199999999999999,9,0,2,6,2,0.184,34.166666666666664,3.333333333333333,0,8,1,0,0,1,0,0,0,0,0,0,1,9,1,1,0.27,差し
20250809,24,1R,3,3,3,42,0.14,0.14,1,0,13.0,0.0,1.0,4.0,0.0,7.6,38.4,-0.0199999999999999,2,0,1,4,3,0.184,34.166666666666664,3.333333333333333,0,9,0,3,0,0,0,0,0,1,0,0,0,13,3,0,0.27,差し
20250809,24,1R,4,4,3,29,0.21,0.21,0,0,23.0,0.0,0.0,2.0,0.0,0.0,8.7,0.0499999999999999,-11,0,5,3,4,0.184,34.166666666666664,3.333333333333333,0,14,0,3,0,1,0,3,0,2,0,0,0,23,4,0,0.27,差し
20250809,24,1R,5,5,4,20,0.18,0.17,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,-20,1,3,2,5,0.184,34.166666666666664,3.333333333333333,0,15,0,6,0,4,0,2,0,2,0,0,0,29,6,0,0.22,差し
20250809,24,1R,6,6,4,19,,0.19,1,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21,1,6,1,6,0.184,34.166666666666664,3.333333333333333,0,25,0,1,0,6,0,3,0,4,0,1,0,40,5,0,0.28,差し
20250809,24,2R,1,1,3,23,0.17,,0,0,,,,,,,,0.01,-17,0,2,3,1,0.1833333333333333,27.666666666666668,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.17,まくり
20250809,24,2R,2,2,3,31,0.19,0.2,0,0,21.0,1.0,2.0,7.0,4.7,14.2,47.6,0.03,-9,0,3,5,2,0.1833333333333333,27.666666666666668,3.0,0,11,0,0,0,5,0,4,1,0,0,0,1,20,4,0,0.19,まくり
20250809,24,2R,3,3,3,26,0.19,0.2,0,0,21.0,3.0,3.0,6.0,14.2,28.5,57.1,0.03,-14,0,4,4,3,0.1833333333333333,27.666666666666668,3.0,0,8,0,2,2,4,0,2,1,2,0,0,3,18,1,1,0.16,まくり
20250809,24,2R,4,4,3,47,0.16,0.18,0,0,17.0,2.0,1.0,4.0,11.7,17.6,41.1,0.0,7,0,1,6,4,0.1833333333333333,27.666666666666668,3.0,0,8,0,0,0,4,1,1,1,1,0,1,2,15,2,0,0.11,まくり
20250809,24,2R,5,5,3,20,0.19,0.15,0,0,38.0,2.0,1.0,4.0,5.2,7.8,18.4,0.03,-20,0,5,2,5,0.1833333333333333,27.666666666666668,3.0,0,13,0,7,0,13,1,0,1,3,0,0,2,36,6,0,0.17,まくり
20250809,24,2R,6,6,3,19,0.2,0.19,0,0,24.0,0.0,0.0,2.0,0.0,0.0,8.3,0.04,-21,0,6,1,6,0.1833333333333333,27.666666666666668,3.0,0,13,0,2,0,5,0,3,0,1,0,0,0,24,3,0,0.09,まくり
20250809,24,3R,1,1,1,55,0.15,0.14,0,0,57.0,25.0,9.0,7.0,43.8,59.6,71.9,-0.01,15,-2,1,5,1,0.1766666666666666,39.0,2.333333333333333,21,0,0,5,0,18,0,7,4,1,0,1,25,32,3,0,0.13,差し
20250809,24,3R,2,2,3,24,0.2,0.17,0,0,17.0,3.0,3.0,1.0,17.6,35.2,41.1,0.04,-16,0,6,1,3,0.1766666666666666,39.0,2.333333333333333,0,9,2,2,1,1,0,0,0,2,0,0,3,14,6,0,0.19,差し
20250809,24,3R,3,3,3,32,0.19,0.16,0,0,19.0,4.0,2.0,4.0,21.0,31.5,52.6,0.03,-8,0,4,4,4,0.1766666666666666,39.0,2.333333333333333,0,8,0,2,3,3,1,1,0,0,0,1,4,15,5,0,0.17,差し
20250809,24,3R,4,4,3,31,0.19,0.15,0,0,16.0,1.0,2.0,3.0,6.2,18.7,37.5,0.03,-9,0,5,3,5,0.1766666666666666,39.0,2.333333333333333,0,8,0,2,1,2,0,3,0,1,0,0,1,16,1,1,0.13,差し
20250809,24,3R,5,5,3,29,0.17,0.19,0,0,20.0,1.0,7.0,3.0,5.0,40.0,55.0,0.01,-11,0,3,2,6,0.1766666666666666,39.0,2.333333333333333,0,9,0,0,0,8,1,2,0,0,0,0,1,19,2,0,0.15,差し
20250809,24,3R,6,6,1,63,0.16,,0,0,,,,,,,,0.0,23,-2,2,6,2,0.1766666666666666,39.0,2.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.14,差し
20250809,24,4R,1,1,3,37,0.16,0.12,1,0,15.0,8.0,1.0,1.0,53.3,60.0,66.6,0.0,-3,0,1,2,3,0.1833333333333333,42.5,2.833333333333333,8,0,0,1,0,4,0,0,0,0,0,2,8,7,1,1,0.16,逃げ
20250809,24,4R,2,2,2,53,0.17,0.15,1,0,47.0,6.0,10.0,7.0,12.7,34.0,48.9,0.01,13,-1,3,5,1,0.1833333333333333,42.5,2.833333333333333,0,21,3,1,2,12,0,5,1,2,0,1,6,42,2,0,0.14,逃げ
20250809,24,4R,3,3,3,47,0.19,0.19,0,0,17.0,0.0,3.0,2.0,0.0,17.6,29.4,0.03,7,0,5,4,4,0.1833333333333333,42.5,2.833333333333333,0,11,0,1,0,1,0,3,0,2,0,0,0,18,5,0,0.09,逃げ
20250809,24,4R,4,4,3,41,0.18,0.16,1,0,22.0,2.0,2.0,5.0,9.0,18.1,40.9,0.0199999999999999,1,0,4,3,5,0.1833333333333333,42.5,2.833333333333333,0,15,0,5,0,0,2,0,0,0,0,0,2,20,3,0,0.07,逃げ
20250809,24,4R,5,5,2,57,0.16,0.21,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,-1,2,6,2,0.1833333333333333,42.5,2.833333333333333,0,5,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0.07,逃げ
20250809,24,4R,6,6,4,20,0.24,0.2,0,0,67.0,1.0,0.0,2.0,1.4,1.4,4.4,0.0799999999999999,-20,1,6,1,6,0.1833333333333333,42.5,2.833333333333333,0,40,0,7,0,6,1,8,0,6,0,0,1,67,6,0,0.12,逃げ
20250809,24,5R,1,1,1,32,0.13,0.12,1,0,36.0,26.0,8.0,1.0,72.2,94.4,97.2,-0.03,-8,-2,1,2,1,0.15,37.333333333333336,2.1666666666666665,25,0,0,5,0,3,0,1,1,1,0,0,26,10,1,1,0.17,逃げ
20250809,24,5R,2,2,2,29,0.16,0.15,0,0,22.0,2.0,7.0,2.0,9.0,40.9,50.0,0.0,-11,-1,4,1,3,0.15,37.333333333333336,2.1666666666666665,0,13,2,1,0,3,0,2,0,0,0,1,2,20,4,0,0.27,逃げ
20250809,24,5R,3,3,3,43,0.18,0.17,0,0,23.0,0.0,2.0,1.0,0.0,8.7,13.0,0.0199999999999999,3,0,6,5,4,0.15,37.333333333333336,2.1666666666666665,0,15,0,1,0,3,0,1,0,3,0,0,0,23,5,0,0.26,逃げ
20250809,24,5R,4,4,3,51,0.16,0.1,0,0,24.0,8.0,2.0,5.0,33.3,41.6,62.5,0.0,11,0,5,6,5,0.15,37.333333333333336,2.1666666666666665,0,5,2,3,5,3,1,3,0,2,0,0,8,16,3,0,0.12,逃げ
20250809,24,5R,5,5,1,33,0.13,0.14,0,0,19.0,4.0,3.0,5.0,21.0,36.8,63.1,-0.03,-7,-2,2,3,2,0.15,37.333333333333336,2.1666666666666665,0,9,0,0,1,4,1,1,2,1,0,0,4,15,2,0,0.15,逃げ
20250809,24,5R,6,6,3,36,0.14,0.16,1,0,24.0,0.0,1.0,1.0,0.0,4.1,8.3,-0.0199999999999999,-4,0,3,4,6,0.15,37.333333333333336,2.1666666666666665,0,12,0,2,0,4,0,4,0,2,0,0,0,24,6,0,0.21,逃げ
20250809,24,6R,1,1,2,37,0.13,0.13,1,0,21.0,16.0,2.0,0.0,76.1,85.7,85.7,-0.03,-3,-1,1,4,1,0.1679999999999999,30.5,3.0,15,0,0,0,0,1,0,4,1,0,0,0,16,5,1,1,0.17,逃げ
20250809,24,6R,2,2,2,37,0.14,0.15,1,0,18.0,3.0,10.0,2.0,16.6,72.2,83.3,-0.0199999999999999,-3,-1,2,5,2,0.1679999999999999,30.5,3.0,0,7,2,1,1,3,0,3,0,1,0,0,3,15,2,0,0.16,逃げ
20250809,24,6R,3,3,3,49,0.18,0.16,0,0,13.0,2.0,4.0,2.0,15.3,46.1,61.5,0.0199999999999999,9,0,3,6,3,0.1679999999999999,30.5,3.0,0,8,0,0,2,0,0,1,0,1,0,1,2,11,3,0,0.18,逃げ
20250809,24,6R,4,4,4,20,0.18,0.15,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199999999999999,-20,1,4,2,5,0.1679999999999999,30.5,3.0,0,8,0,5,0,2,0,1,0,1,0,0,0,17,5,0,0.13,逃げ
