date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250811,13,1R,1,3,21,0.21,,0,0,,,,,,,,0,0,0.04999999999999999,-19,0,5,1,2,2,3,25,0.16,0.18,1,0,17,3,1,4,17.6,23.5,47.0,3,3,0.0,-15,0,2,4,3,3,1,47,0.14,0.13,0,0,16,5,5,3,31.2,62.5,81.2,5,1,-0.01999999999999999,7,-2,1,6,1,4,3,21,0.18,0.21,1,0,11,1,0,4,9.0,9.0,45.4,1,2,0.01999999999999999,-19,0,4,2,4,5,3,38,0.16,0.15,0,0,15,0,2,4,0.0,13.3,40.0,0,0,0.0,-2,0,3,5,5,6,4,23,,0.22,0,0,43,0,0,0,0.0,0.0,0.0,0,8,0.0,-17,1,6,3,6,0.16999999999999998,29.166666666666668,2.8333333333333335
20250811,13,2R,1,3,41,0.15,0.14,0,0,13.0,6.0,1.0,2.0,46.1,53.8,69.2,6,4,-0.010000000000000009,1,0,3,5,3,2,3,39,0.19,0.16,0,0,23,2,6,5,8.7,34.7,56.5,2,3,0.03,-1,0,5,4,4,3,2,26,0.13,0.15,0,0,13,2,3,4,15.3,38.4,69.2,2,0,-0.03,-14,-1,1,2,2,4,4,22,0.21,0.23,1,0,8,0,0,0,0.0,0.0,0.0,0,1,0.04999999999999999,-18,1,6,1,6,5,1,30,0.14,0.15,0,0,15,2,4,4,13.3,40.0,66.6,2,2,-0.01999999999999999,-10,-2,2,3,1,6,3,60,0.16,0.19,0,0,15,1,1,2,6.6,13.3,26.6,1,1,0.0,20,0,4,6,5,0.16333333333333333,36.333333333333336,2.6666666666666665
20250811,13,3R,1,3,23,0.18,0.17,0,0,14.0,6.0,1.0,0.0,42.8,50.0,50.0,6,3,0.01999999999999999,-17,0,4,1,4,2,1,52,0.14,0.15,0,0,32,7,8,7,21.8,46.8,68.7,7,5,-0.01999999999999999,12,-2,1,5,1,3,3,40,0.2,0.2,0,0,21,2,6,3,9.5,38.1,52.3,2,4,0.04000000000000001,0,0,5,4,5,4,1,52,0.14,0.12,0,0,19,4,5,3,21.0,47.3,63.1,4,0,-0.01999999999999999,12,-2,2,6,2,5,4,23,0.22,0.22,0,0,25,0,1,1,0.0,4.0,8.0,0,8,0.06,-17,1,6,2,6,6,1,28,0.17,0.18,0,0,7,0,1,1,0.0,14.2,28.5,0,3,0.010000000000000009,-12,-2,3,3,3,0.17500000000000002,36.333333333333336,2.1666666666666665
20250811,13,4R,1,3,42,0.15,0.18,0,0,11.0,3.0,2.0,1.0,27.2,45.4,54.5,3,3,-0.010000000000000009,2,0,4,6,4,2,1,38,0.14,0.13,0,0,23,6,8,3,26.0,60.8,73.9,6,0,-0.01999999999999999,-2,-2,2,4,1,3,3,29,0.19,0.21,0,0,22,1,2,4,4.5,13.6,31.8,1,3,0.03,-11,0,6,3,5,4,1,27,0.14,0.15,0,0,13,3,1,2,23.0,30.7,46.1,3,1,-0.01999999999999999,-13,-2,3,2,2,5,1,38,0.13,0.14,1,0,24,3,6,5,12.5,37.5,58.3,3,4,-0.03,-2,-2,1,5,3,6,4,19,0.18,0.17,0,0,66,0,2,1,0.0,3.0,4.5,0,15,0.01999999999999999,-21,1,5,1,6,0.15500000000000003,32.166666666666664,2.1666666666666665
20250811,13,5R,1,2,28,0.18,0.14,0,0,26.0,14.0,6.0,4.0,53.8,76.9,92.3,14,3,0.01999999999999999,-12,-1,3,2,2,2,3,38,0.16,0.18,0,0,19,0,2,6,0.0,10.5,42.1,0,4,0.0,-2,0,1,3,4,3,3,38,0.2,0.2,1,0,19,2,1,4,10.5,15.7,36.8,2,1,0.04000000000000001,-2,0,6,4,5,4,1,47,0.18,0.18,0,0,33,4,6,10,12.1,30.3,60.6,4,1,0.01999999999999999,7,-2,4,5,1,5,3,21,0.18,0.17,1,0,18,1,0,0,5.5,5.5,5.5,1,3,0.01999999999999999,-19,0,5,1,6,6,2,53,0.17,0.13,0,0,2,0,1,0,0.0,50.0,50.0,0,1,0.010000000000000009,13,-1,2,6,3,0.17833333333333332,37.5,2.3333333333333335
20250811,13,6R,1,1,37,0.19,0.13,0,0,27.0,20.0,5.0,1.0,74.0,92.5,96.3,20,1,0.03,-3,-2,4,2,1,2,3,51,0.18,0.17,0,0,23,2,5,4,8.7,30.4,47.8,2,2,0.01999999999999999,11,0,3,6,3,3,3,38,0.16,0.13,0,0,15,1,3,4,6.6,26.6,53.3,1,2,0.0,-2,0,2,3,4,4,1,39,0.14,0.15,1,0,15,1,2,5,6.6,20.0,53.3,1,1,-0.01999999999999999,-1,-2,1,4,2,5,3,39,0.19,0.2,0,0,26,1,2,2,3.8,11.5,19.2,1,1,0.03,-1,0,5,5,5,6,3,27,0.19,0.18,0,0,17,0,0,3,0.0,0.0,17.6,0,1,0.03,-13,0,6,1,6,0.17500000000000002,38.5,2.3333333333333335
20250811,13,7R,1,2,26,0.13,0.12,0,0,22.0,12.0,5.0,3.0,54.5,77.2,90.9,12,4,-0.03,-14,-1,1,3,2,2,2,46,0.14,0.15,0,0,25,2,9,3,8.0,44.0,56.0,2,2,-0.01999999999999999,6,-1,3,5,3,3,4,23,0.22,0.2,0,0,19,1,3,1,5.2,21.0,26.3,1,8,0.06,-17,1,6,2,6,4,2,46,0.16,0.16,0,0,21,3,3,5,14.2,28.5,52.3,3,3,0.0,6,-1,4,6,4,5,3,21,0.21,0.19,0,0,32,3,5,2,9.3,25.0,31.2,3,4,0.04999999999999999,-19,0,5,1,5,6,1,40,0.13,0.12,0,0,20,0,4,5,0.0,20.0,45.0,0,3,-0.03,0,-2,2,4,1,0.165,33.666666666666664,2.3333333333333335
20250811,13,8R,1,2,24,0.19,0.23,0,0,15.0,5.0,4.0,2.0,33.3,60.0,73.3,5,7,0.03,-16,-1,6,2,2,2,2,45,0.18,0.17,0,0,22,4,6,5,18.1,45.4,68.1,4,4,0.01999999999999999,5,-1,4,5,3,3,3,41,0.15,0.15,0,0,15,0,3,4,0.0,20.0,46.6,0,1,-0.010000000000000009,1,0,3,4,5,4,2,32,0.13,0.12,0,0,21,4,5,6,19.0,42.8,71.4,4,2,-0.03,-8,-1,1,3,4,5,3,23,0.18,0.17,0,0,20,2,2,3,10.0,20.0,35.0,2,5,0.01999999999999999,-17,0,5,1,6,6,1,47,0.14,0.14,0,0,14,0,0,3,0.0,0.0,21.4,0,3,-0.01999999999999999,7,-2,2,6,1,0.16166666666666668,35.333333333333336,2.1666666666666665
20250811,13,9R,1,1,47,0.18,0.17,0,0,32.0,23.0,2.0,1.0,71.8,78.1,81.2,23,4,0.01999999999999999,7,-2,4,5,1,2,2,47,0.15,0.14,0,0,22,5,7,6,22.7,54.5,81.8,5,3,-0.010000000000000009,7,-1,2,6,4,3,1,30,0.14,0.14,0,0,17,7,5,2,41.1,70.5,82.3,7,0,-0.01999999999999999,-10,-2,1,4,2,4,1,28,0.17,0.16,0,0,10,1,4,2,10.0,50.0,70.0,1,0,0.010000000000000009,-12,-2,3,2,3,5,3,23,0.18,0.15,0,0,24,1,1,8,4.1,8.3,41.6,1,2,0.01999999999999999,-17,0,5,1,5,6,3,29,0.19,0.17,0,0,16,0,0,2,0.0,0.0,12.5,0,2,0.03,-11,0,6,3,6,0.16833333333333333,34.0,1.8333333333333333
20250811,13,10R,1,1,27,0.14,0.12,0,0,21.0,16.0,0.0,3.0,76.1,76.1,90.4,16,2,-0.01999999999999999,-13,-2,1,2,1,2,1,52,0.14,0.15,0,0,19,3,9,1,15.7,63.1,68.4,3,1,-0.01999999999999999,12,-2,2,6,2,3,1,37,0.19,0.16,0,0,15,4,6,3,26.6,66.6,86.6,4,0,0.03,-3,-2,6,5,3,4,2,28,0.18,0.18,0,0,18,5,6,3,27.7,61.1,77.7,5,2,0.01999999999999999,-12,-1,5,3,4,5,3,25,0.16,0.15,1,0,20,1,2,1,5.0,15.0,20.0,1,2,0.0,-15,0,3,1,5,6,3,28,0.17,0.19,0,0,14,0,1,4,0.0,7.1,35.7,0,1,0.010000000000000009,-12,0,4,4,6,0.16333333333333336,32.833333333333336,1.8333333333333333
20250811,13,11R,1,1,39,0.14,0.13,1,0,16.0,12.0,2.0,0.0,75.0,87.5,87.5,12,1,-0.01999999999999999,-1,-2,2,6,1,2,1,38,0.13,0.16,1,0,20,4,9,4,20.0,65.0,85.0,4,1,-0.03,-2,-2,1,4,2,3,3,36,0.16,0.14,0,0,19,5,2,2,26.3,36.8,47.3,5,1,0.0,-4,0,4,2,5,4,1,36,0.15,0.16,0,0,24,1,4,9,4.1,20.8,58.3,1,2,-0.010000000000000009,-4,-2,3,3,3,5,2,35,0.16,0.15,0,0,13,1,0,6,7.6,7.6,53.8,1,4,0.0,-5,-1,5,1,4,6,3,38,0.2,0.22,1,0,17,0,1,6,0.0,5.8,41.1,0,4,0.04000000000000001,-2,0,6,5,6,0.1566666666666667,37.0,1.8333333333333333
