date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250814,07,1R,1,3,51,0.16,0.19,1,0,14,3,5,1,21.4,57.1,64.2,3,4,0.0,11,0,2,6,2,2,2,32,0.13,0.11,0,0,24,3,7,5,12.5,41.6,62.5,3,3,-0.03,-8,-1,1,3,1,3,3,26,0.17,0.17,0,0,23,1,5,5,4.3,26.0,47.8,1,4,0.010000000000000009,-14,0,3,1,3,4,3,45,0.21,0.2,0,0,12,0,3,2,0.0,25.0,41.6,0,0,0.04999999999999999,5,0,6,5,4,5,3,37,0.18,0.18,0,0,16,0,0,2,0.0,0.0,12.5,0,3,0.01999999999999999,-3,0,4,4,5,6,3,27,0.19,0.26,1,0,13,0,0,2,0.0,0.0,15.3,0,2,0.03,-13,0,5,2,6,0.17333333333333334,36.333333333333336,2.8333333333333335
20250814,07,2R,1,2,23,0.16,0.16,0,0,18,13,1,1,72.2,77.7,83.3,13,2,0.0,-17,-1,4,1,2,2,3,48,0.14,0.14,0,0,23,2,7,3,8.7,39.1,52.1,2,3,-0.01999999999999999,8,0,1,5,3,3,3,23,0.18,0.23,0,0,13,4,1,2,30.7,38.4,53.8,4,1,0.01999999999999999,-17,0,6,2,4,4,1,42,0.15,0.13,0,0,21,7,4,2,33.3,52.3,61.9,7,0,-0.010000000000000009,2,-2,2,4,1,5,3,28,0.17,0.16,0,0,13,2,2,0,15.3,30.7,30.7,2,2,0.010000000000000009,-12,0,5,3,5,6,3,57,0.15,0.18,1,0,23,0,0,1,0.0,0.0,4.3,0,4,-0.010000000000000009,17,0,3,6,6,0.15833333333333335,36.833333333333336,2.5
20250814,07,3R,1,1,38,0.17,0.19,0,0,28,13,5,5,46.4,64.2,82.1,13,5,0.010000000000000009,-2,-2,3,4,1,2,3,48,0.19,0.17,0,0,12,0,3,4,0.0,25.0,58.3,0,0,0.03,8,0,4,6,4,3,1,43,0.13,0.14,0,0,32,7,9,4,21.8,50.0,62.5,7,4,-0.03,3,-2,1,5,2,4,2,25,0.14,0.13,1,0,20,3,3,4,15.0,30.0,50.0,3,1,-0.01999999999999999,-15,-1,2,2,3,5,3,25,0.19,0.15,0,0,17,1,2,6,5.8,17.6,52.9,1,2,0.03,-15,0,5,3,5,6,4,20,0.21,0.16,1,0,58,0,1,0,0.0,1.7,1.7,0,12,0.04999999999999999,-20,1,6,1,6,0.17166666666666666,33.166666666666664,2.3333333333333335
20250814,07,4R,1,2,47,0.16,0.16,0,0,22,10,7,2,45.4,77.2,86.3,10,5,0.0,7,-1,2,5,2,2,2,35,0.16,0.15,0,0,23,6,7,5,26.0,56.5,78.2,6,1,0.0,-5,-1,3,4,3,3,3,27,0.13,0.11,0,0,20,2,5,4,10.0,35.0,55.0,2,2,-0.03,-13,0,1,3,4,4,1,25,0.16,0.16,0,0,19,4,4,5,21.0,42.1,68.4,4,1,0.0,-15,-2,4,2,1,5,4,24,,0.17,0,0,7,0,1,0,0.0,14.2,14.2,0,1,0.0,-16,1,6,1,6,6,3,59,0.16,0.18,1,0,11,0,1,3,0.0,9.0,36.3,0,4,0.0,19,0,5,6,5,0.154,36.166666666666664,2.5
20250814,07,5R,1,1,45,0.17,0.18,0,0,36,21,8,1,58.3,80.5,83.3,21,6,0.010000000000000009,5,-2,1,3,1,2,2,41,0.17,0.17,0,0,16,1,5,5,6.2,37.5,68.7,1,0,0.010000000000000009,1,-1,2,2,3,3,3,49,0.18,0.17,0,0,18,2,1,6,11.1,16.6,50.0,2,2,0.01999999999999999,9,0,4,4,4,4,1,53,0.17,0.2,0,0,39,4,6,11,10.2,25.6,53.8,4,7,0.010000000000000009,13,-2,3,5,2,5,3,54,0.18,0.18,0,0,14,0,3,0,0.0,21.4,21.4,0,3,0.01999999999999999,14,0,5,6,5,6,3,37,0.18,0.19,0,0,11,0,0,0,0.0,0.0,0.0,0,1,0.01999999999999999,-3,0,6,1,6,0.17500000000000002,46.5,2.1666666666666665
20250814,07,6R,1,1,44,0.15,0.14,0,0,30,19,5,0,63.3,80.0,80.0,19,8,-0.010000000000000009,4,-2,1,6,1,2,2,37,0.16,0.17,1,0,20,1,5,7,5.0,30.0,65.0,1,1,0.0,-3,-1,2,4,3,3,4,25,0.25,0.21,0,0,12,0,1,2,0.0,8.3,25.0,0,1,0.09,-15,1,6,2,6,4,1,39,0.17,0.17,0,0,20,5,6,2,25.0,55.0,65.0,5,0,0.010000000000000009,-1,-2,3,5,2,5,3,27,0.19,0.22,1,0,18,0,2,7,0.0,11.1,50.0,0,8,0.03,-13,0,5,3,4,6,3,23,0.18,0.19,0,0,23,1,2,2,4.3,13.0,21.7,1,2,0.01999999999999999,-17,0,4,1,5,0.18333333333333335,32.5,2.3333333333333335
20250814,07,7R,1,1,45,0.16,0.15,0,0,32,22,4,4,68.7,81.2,93.7,22,4,0.0,5,-2,2,5,1,2,3,28,0.17,0.17,0,0,11,0,2,0,0.0,18.1,18.1,0,0,0.010000000000000009,-12,0,4,3,4,3,1,39,0.15,0.14,0,0,23,2,8,5,8.7,43.4,65.2,2,1,-0.010000000000000009,-1,-2,1,4,2,4,2,23,0.16,0.14,0,0,13,0,2,3,0.0,15.3,38.4,0,2,0.0,-17,-1,3,2,3,5,3,45,0.21,0.2,0,0,11,0,0,2,0.0,0.0,18.1,0,1,0.04999999999999999,5,0,5,6,5,6,4,20,0.21,0.16,1,0,58,0,1,0,0.0,1.7,1.7,0,12,0.04999999999999999,-20,1,6,1,6,0.17666666666666667,33.333333333333336,2.3333333333333335
20250814,07,8R,1,1,25,0.16,0.13,0,0,23,17,2,1,73.9,82.6,86.9,17,0,0.0,-15,-2,4,1,1,2,3,44,0.16,0.15,1,0,18,4,3,1,22.2,38.8,44.4,4,2,0.0,4,0,5,5,4,3,2,32,0.13,0.11,0,0,26,6,2,11,23.0,30.7,73.0,6,1,-0.03,-8,-1,1,3,3,4,3,25,0.19,0.17,0,0,19,2,6,4,10.5,42.1,63.1,2,3,0.03,-15,0,6,2,5,5,1,43,0.13,0.17,0,0,3,0,0,1,0.0,0.0,33.3,0,1,-0.03,3,-2,2,4,2,6,3,46,0.15,0.17,1,0,11,0,0,2,0.0,0.0,18.1,0,3,-0.010000000000000009,6,0,3,6,6,0.15333333333333335,35.833333333333336,2.1666666666666665
20250814,07,9R,1,1,53,0.17,0.18,0,0,31,21,4,1,67.7,80.6,83.8,21,3,0.010000000000000009,13,-2,4,6,1,2,3,26,0.17,0.18,0,0,19,0,5,7,0.0,26.3,63.1,0,3,0.010000000000000009,-14,0,5,1,4,3,3,48,0.14,0.14,0,0,17,4,3,5,23.5,41.1,70.5,4,0,-0.01999999999999999,8,0,2,4,5,4,1,28,0.13,0.11,0,0,21,3,6,6,14.2,42.8,71.4,3,2,-0.03,-12,-2,1,2,2,5,3,48,0.19,0.19,0,0,15,0,2,4,0.0,13.3,40.0,0,2,0.03,8,0,6,5,6,6,2,38,0.16,0.16,1,0,24,3,4,5,12.5,29.1,50.0,3,3,0.0,-2,-1,3,3,3,0.16,40.166666666666664,2.1666666666666665
20250814,07,10R,1,1,42,0.15,0.14,0,0,27,20,3,0,74.0,85.1,85.1,20,3,-0.010000000000000009,2,-2,2,2,1,2,2,25,0.14,0.14,1,0,19,3,5,4,15.7,42.1,63.1,3,4,-0.01999999999999999,-15,-1,1,1,4,3,2,47,0.16,0.15,0,0,21,2,5,4,9.5,33.3,52.3,2,1,0.0,7,-1,4,5,5,4,1,44,0.15,0.14,0,0,24,2,5,3,8.3,29.1,41.6,2,5,-0.010000000000000009,4,-2,3,3,2,5,1,45,0.17,0.16,0,0,26,2,9,3,7.6,42.3,53.8,2,2,0.010000000000000009,5,-2,5,4,3,6,3,49,0.18,0.13,0,0,10,0,0,1,0.0,0.0,10.0,0,2,0.01999999999999999,9,0,6,6,6,0.15833333333333335,42.0,1.6666666666666667
