date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250809,06,1R,1,1,2,31,0.14,0.16,0,0,17,11,1,4,64.7,70.5,94.1,-0.0199999999999999,-9,-1,2,1,3,0.155,38.833333333333336,1.6666666666666667,11,0,0,2,0,4,0,0,0,0,0,0,11,6,1,1,0.09,逃げ
20250809,06,1R,2,2,1,37,0.16,0.17,1,0,23,5,7,3,21.7,52.1,65.2,0.0,-3,-2,4,2,1,0.155,38.833333333333336,1.6666666666666667,0,15,4,0,1,2,0,1,0,0,0,0,5,18,4,0,0.16,逃げ
20250809,06,1R,3,3,2,45,0.19,0.16,0,0,23,3,4,8,13.0,30.4,65.2,0.03,5,-1,6,6,4,0.155,38.833333333333336,1.6666666666666667,0,9,0,3,3,1,0,4,0,3,0,0,3,20,3,0,0.22,逃げ
20250809,06,1R,4,4,1,41,0.15,0.12,0,0,17,2,5,2,11.7,41.1,52.9,-0.01,1,-2,3,5,2,0.155,38.833333333333336,1.6666666666666667,0,7,1,1,0,5,0,1,1,1,0,0,2,15,6,0,0.09,逃げ
20250809,06,1R,5,5,2,40,0.16,0.19,1,0,12,1,3,2,8.3,33.3,50.0,0.0,0,-1,5,4,5,0.155,38.833333333333336,1.6666666666666667,0,7,0,1,1,1,0,1,0,1,0,0,1,11,2,0,0.18,逃げ
20250809,06,1R,6,6,2,39,0.13,0.12,0,0,24,1,3,3,4.1,16.6,29.1,-0.03,-1,-1,1,3,6,0.155,38.833333333333336,1.6666666666666667,0,11,0,3,0,4,1,4,0,1,0,0,1,23,5,0,0.12,逃げ
20250809,06,2R,1,1,3,52,0.13,0.12,0,0,7,2,1,2,28.5,42.8,71.4,-0.03,12,0,1,6,6,0.1583333333333333,41.833333333333336,1.8333333333333333,2,0,0,3,0,1,0,0,0,1,0,0,2,5,4,0,0.11,差し
20250809,06,2R,2,2,2,34,0.16,0.15,0,0,19,5,8,1,26.3,68.4,73.6,0.0,-6,-1,2,1,3,0.1583333333333333,41.833333333333336,1.8333333333333333,0,11,3,1,1,1,0,1,1,0,0,0,5,14,1,1,0.14,差し
20250809,06,2R,3,3,2,45,0.17,0.15,0,0,11,1,4,3,9.0,45.4,72.7,0.01,5,-1,5,5,4,0.1583333333333333,41.833333333333336,1.8333333333333333,0,6,0,2,1,1,0,0,0,1,0,0,1,10,2,0,0.13,差し
20250809,06,2R,4,4,1,43,0.17,0.17,0,0,20,2,5,5,10.0,35.0,60.0,0.01,3,-2,6,4,1,0.1583333333333333,41.833333333333336,1.8333333333333333,0,13,0,1,1,0,0,2,0,2,1,0,2,18,5,0,0.17,差し
20250809,06,2R,5,5,2,37,0.16,0.14,0,0,23,3,4,1,13.0,30.4,34.7,0.0,-3,-1,3,2,5,0.1583333333333333,41.833333333333336,1.8333333333333333,0,17,0,1,2,2,0,1,1,0,0,0,3,21,6,0,0.16,差し
20250809,06,2R,6,6,1,40,0.16,0.19,0,0,15,0,2,2,0.0,13.3,26.6,0.0,0,-2,4,3,2,0.1583333333333333,41.833333333333336,1.8333333333333333,0,8,0,3,0,1,0,0,0,3,0,0,0,15,3,0,0.15,差し
20250809,06,3R,1,1,2,28,0.17,0.19,1,0,24,11,4,3,45.8,62.5,75.0,0.01,-12,-1,4,2,3,0.165,36.66666666666666,1.8333333333333333,11,0,0,3,0,7,0,3,0,0,0,0,11,13,2,0,0.14,まくり
20250809,06,3R,2,2,1,25,0.16,0.17,0,0,22,9,3,6,40.9,54.5,81.8,0.0,-15,-2,2,1,1,0.165,36.66666666666666,1.8333333333333333,0,10,2,0,5,2,0,1,2,0,0,0,9,13,1,1,0.09,まくり
20250809,06,3R,3,3,2,48,0.18,0.16,0,0,13,1,6,1,7.6,53.8,61.5,0.0199999999999999,8,-1,6,5,4,0.165,36.66666666666666,1.8333333333333333,0,5,0,2,0,3,0,1,1,1,0,0,1,12,5,0,0.05,まくり
20250809,06,3R,4,4,3,58,0.17,0.18,0,0,13,0,2,3,0.0,15.3,38.4,0.01,18,0,5,6,6,0.165,36.66666666666666,1.8333333333333333,0,8,0,3,0,2,0,0,0,0,0,0,0,13,6,0,0.09,まくり
20250809,06,3R,5,5,1,28,0.15,0.14,0,0,19,1,4,4,5.2,26.3,47.3,-0.01,-12,-2,1,3,2,0.165,36.66666666666666,1.8333333333333333,0,10,0,2,0,3,1,1,0,1,0,1,1,18,3,0,0.11,まくり
20250809,06,3R,6,6,2,33,0.16,0.15,0,0,10,0,1,2,0.0,10.0,30.0,0.0,-7,-1,3,4,5,0.165,36.66666666666666,1.8333333333333333,0,9,0,0,0,0,0,1,0,0,0,0,0,10,4,0,0.11,まくり
20250809,06,4R,1,1,2,48,0.19,0.16,1,0,24,16,5,1,66.6,87.5,91.6,0.03,8,-1,6,6,3,0.165,41.5,1.8333333333333333,16,0,0,2,0,3,0,2,0,1,0,0,16,8,2,0,0.06,差し
20250809,06,4R,2,2,1,44,0.16,0.14,0,0,18,3,4,3,16.6,38.8,55.5,0.0,4,-2,2,4,1,0.165,41.5,1.8333333333333333,0,15,2,0,1,0,0,0,0,0,0,0,3,15,1,1,0.07,差し
20250809,06,4R,3,3,1,46,0.17,0.14,0,0,25,9,2,5,36.0,44.0,64.0,0.01,6,-2,4,5,2,0.165,41.5,1.8333333333333333,0,12,2,1,3,2,2,0,2,1,0,0,9,16,4,0,0.04,差し
20250809,06,4R,4,4,3,40,0.13,0.13,0,0,18,2,4,4,11.1,33.3,55.5,-0.03,0,0,1,2,6,0.165,41.5,1.8333333333333333,0,10,0,4,1,0,0,2,1,0,0,1,2,17,3,0,0.01,差し
20250809,06,4R,5,5,2,30,0.18,0.12,0,0,13,0,0,4,0.0,0.0,30.7,0.0199999999999999,-10,-1,5,1,4,0.165,41.5,1.8333333333333333,0,6,0,3,0,3,0,0,0,1,0,0,0,13,5,0,0.03,差し
20250809,06,4R,6,6,2,41,0.16,0.18,0,0,16,0,2,3,0.0,12.5,31.2,0.0,1,-1,3,3,5,0.165,41.5,1.8333333333333333,0,9,0,2,0,4,0,1,0,0,0,0,0,16,6,0,0.07,差し
20250809,06,5R,1,1,2,52,0.15,0.14,0,0,20,14,5,0,70.0,95.0,95.0,-0.01,12,-1,1,6,3,0.1666666666666666,37.833333333333336,1.6666666666666667,11,0,0,2,0,2,0,2,3,0,0,0,14,6,1,1,0.16,抜き
20250809,06,5R,2,2,2,32,0.15,0.14,0,0,19,6,6,3,31.5,63.1,78.9,-0.01,-8,-1,2,3,4,0.1666666666666666,37.833333333333336,1.6666666666666667,0,9,0,0,5,0,0,1,1,3,0,0,6,13,2,0,0.26,抜き
20250809,06,5R,3,3,1,39,0.18,0.19,0,0,23,3,7,3,13.0,43.4,56.5,0.0199999999999999,-1,-2,5,4,1,0.1666666666666666,37.833333333333336,1.6666666666666667,0,13,0,1,1,1,1,4,1,1,0,0,3,20,3,0,0.28,抜き
20250809,06,5R,4,4,1,25,0.18,0.18,1,0,13,1,5,1,7.6,46.1,53.8,0.0199999999999999,-15,-2,6,1,2,0.1666666666666666,37.833333333333336,1.6666666666666667,0,9,1,2,0,0,0,0,0,1,0,0,1,12,4,0,0.23,抜き
20250809,06,5R,5,5,2,51,0.17,0.18,0,0,19,1,5,2,5.2,31.5,42.1,0.01,11,-1,3,5,5,0.1666666666666666,37.833333333333336,1.6666666666666667,0,11,0,1,1,3,0,1,0,2,0,0,1,18,6,0,0.23,抜き
20250809,06,5R,6,6,2,28,0.17,0.21,1,0,17,1,3,1,5.8,23.5,29.4,0.01,-12,-1,4,2,6,0.1666666666666666,37.833333333333336,1.6666666666666667,0,10,0,3,0,0,1,2,0,1,0,0,1,16,5,0,0.26,抜き
20250809,06,6R,1,1,1,41,0.15,0.16,0,0,25,14,7,1,56.0,84.0,88.0,-0.01,1,-2,2,5,1,0.1516666666666666,39.16666666666666,1.5,13,0,0,5,0,2,0,4,1,0,0,0,14,11,1,1,0.08,逃げ
20250809,06,6R,2,2,1,29,0.13,0.14,1,0,22,4,7,1,18.1,50.0,54.5,-0.03,-11,-2,1,1,2,0.1516666666666666,39.16666666666666,1.5,0,13,2,0,1,2,0,1,1,1,0,1,4,18,2,0,0.15,逃げ
