date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250811,04,1R,1,3,24,0.18,0.16,0,0,5,0,0,0,0.0,0.0,0.0,0,1,0.01999999999999999,-16,0,4,1,2,2,3,40,0.17,0.17,0,0,22,2,5,3,9.0,31.8,45.4,2,5,0.010000000000000009,0,0,3,2,3,3,3,50,0.18,0.17,0,0,23,3,4,2,13.0,30.4,39.1,3,5,0.01999999999999999,10,0,5,4,4,4,2,55,0.16,0.16,0,0,20,1,6,5,5.0,35.0,60.0,1,2,0.0,15,-1,1,6,1,5,3,43,0.2,0.2,1,0,11,0,2,1,0.0,18.1,27.2,0,3,0.04000000000000001,3,0,6,3,5,6,3,51,0.16,0.2,1,0,16,0,2,2,0.0,12.5,25.0,0,1,0.0,11,0,2,5,6,0.17500000000000002,43.833333333333336,2.8333333333333335
20250811,04,2R,1,3,50,0.2,0.18,0,0,16,6,3,0,37.5,56.2,56.2,6,5,0.04000000000000001,10,0,5,5,3,2,3,46,0.15,0.14,0,0,20,2,3,2,10.0,25.0,35.0,2,3,-0.010000000000000009,6,0,3,4,4,3,2,30,0.13,0.13,0,0,19,6,3,3,31.5,47.3,63.1,6,1,-0.03,-10,-1,1,2,2,4,3,51,0.18,0.19,0,0,18,0,2,2,0.0,11.1,22.2,0,4,0.01999999999999999,11,0,4,6,5,5,1,41,0.13,0.13,0,0,18,2,1,7,11.1,16.6,55.5,2,1,-0.03,1,-2,2,3,1,6,4,22,0.24,0.19,0,0,52,1,0,0,1.9,1.9,1.9,1,8,0.07999999999999999,-18,1,6,1,6,0.17166666666666663,40.0,2.6666666666666665
20250811,04,3R,1,3,22,0.16,0.15,0,0,14,8,2,0,57.1,71.4,71.4,8,3,0.0,-18,0,2,1,3,2,3,56,0.17,0.18,0,0,20,1,5,6,5.0,30.0,60.0,1,3,0.010000000000000009,16,0,4,5,4,3,3,60,0.2,0.24,0,0,17,2,4,3,11.7,35.2,52.9,2,2,0.04000000000000001,20,0,6,6,5,4,2,27,0.18,0.12,0,0,27,1,6,7,3.7,25.9,51.8,1,1,0.01999999999999999,-13,-1,5,3,2,5,1,47,0.14,0.12,0,0,15,1,6,3,6.6,46.6,66.6,1,2,-0.01999999999999999,7,-2,1,4,1,6,3,23,0.16,0.23,2,0,31,0,0,2,0.0,0.0,6.4,0,5,0.0,-17,0,3,2,6,0.16833333333333333,39.166666666666664,2.5
20250811,04,4R,1,3,54,0.19,0.16,0,0,8,3,2,0,37.5,62.5,62.5,3,2,0.03,14,0,4,6,2,2,3,33,0.19,0.19,0,0,18,2,3,2,11.1,27.7,38.8,2,0,0.03,-7,0,5,1,3,3,3,47,0.17,0.17,0,0,23,4,3,4,17.3,30.4,47.8,4,2,0.010000000000000009,7,0,2,3,4,4,3,41,0.19,0.19,0,0,26,2,4,7,7.6,23.0,50.0,2,2,0.03,1,0,6,2,5,5,1,48,0.14,0.14,0,0,25,4,4,5,16.0,32.0,52.0,4,2,-0.01999999999999999,8,-2,1,4,1,6,3,49,0.17,0.25,1,0,9,0,0,1,0.0,0.0,11.1,0,1,0.010000000000000009,9,0,3,5,6,0.17500000000000002,45.333333333333336,2.6666666666666665
20250811,04,5R,1,2,37,0.17,0.16,0,0,19,11,4,0,57.8,78.9,78.9,11,0,0.010000000000000009,-3,-1,3,1,2,2,3,37,0.17,0.19,1,0,18,2,7,2,11.1,50.0,61.1,2,2,0.010000000000000009,-3,0,4,2,4,3,3,50,0.18,0.17,1,0,16,2,4,1,12.5,37.5,43.7,2,3,0.01999999999999999,10,0,6,5,5,4,1,52,0.16,0.15,0,0,29,3,5,11,10.3,27.5,65.5,3,1,0.0,12,-2,1,6,1,5,2,45,0.16,0.15,0,0,13,0,3,6,0.0,23.0,69.2,0,1,0.0,5,-1,2,4,3,6,3,42,0.17,0.2,0,0,9,0,0,0,0.0,0.0,0.0,0,2,0.010000000000000009,2,0,5,3,6,0.16833333333333333,43.833333333333336,2.3333333333333335
20250811,04,6R,1,3,50,0.18,0.15,0,0,16,4,6,3,25.0,62.5,81.2,4,1,0.01999999999999999,10,0,5,5,3,2,3,55,0.15,0.16,2,0,13,0,1,1,0.0,7.6,15.3,0,3,-0.010000000000000009,15,0,1,6,4,3,3,26,0.17,0.14,0,0,20,1,3,8,5.0,20.0,60.0,1,2,0.010000000000000009,-14,0,3,1,5,4,1,49,0.15,0.15,0,0,19,2,6,3,10.5,42.1,57.8,2,2,-0.010000000000000009,9,-2,2,3,1,5,2,49,0.18,0.19,0,0,32,0,6,9,0.0,18.7,46.8,0,2,0.01999999999999999,9,-1,6,4,2,6,3,33,0.17,0.2,0,0,18,1,4,2,5.5,27.7,38.8,1,8,0.010000000000000009,-7,0,4,2,6,0.16666666666666666,43.666666666666664,2.5
20250811,04,7R,1,3,27,0.19,0.19,0,0,12,5,2,2,41.6,58.3,75.0,5,3,0.03,-13,0,6,2,3,2,2,34,0.16,0.16,0,0,23,3,8,6,13.0,47.8,73.9,3,1,0.0,-6,-1,4,3,2,3,3,46,0.15,0.17,0,0,18,1,1,7,5.5,11.1,50.0,1,2,-0.010000000000000009,6,0,2,5,4,4,3,40,0.17,0.16,0,0,17,2,1,4,11.7,17.6,41.1,2,2,0.010000000000000009,0,0,5,4,5,5,1,25,0.15,0.14,1,0,19,2,3,9,10.5,26.3,73.6,2,0,-0.010000000000000009,-15,-2,3,1,1,6,3,50,0.14,0.14,1,0,15,0,0,3,0.0,0.0,20.0,0,4,-0.01999999999999999,10,0,1,6,6,0.16,37.0,2.5
20250811,04,8R,1,3,60,0.2,0.2,0,0,18,6,6,1,33.3,66.6,72.2,6,6,0.04000000000000001,20,0,5,6,2,2,3,51,0.18,0.2,0,0,17,0,2,6,0.0,11.7,47.0,0,4,0.01999999999999999,11,0,3,4,3,3,3,22,0.18,0.19,0,0,28,2,1,6,7.1,10.7,32.1,2,6,0.01999999999999999,-18,0,4,1,4,4,4,28,0.2,0.2,0,0,7,0,1,1,0.0,14.2,28.5,0,0,0.04000000000000001,-12,1,6,2,6,5,3,51,0.16,0.18,1,0,17,0,1,3,0.0,5.8,23.5,0,2,0.0,11,0,2,5,5,6,2,30,0.12,0.16,1,0,16,0,3,5,0.0,18.7,50.0,0,4,-0.04000000000000001,-10,-1,1,3,1,0.17333333333333334,40.333333333333336,3.0
20250811,04,9R,1,2,55,0.16,0.14,0,0,24,13,4,0,54.1,70.8,70.8,13,5,0.0,15,-1,1,5,1,2,3,47,0.17,0.18,0,0,23,2,3,5,8.7,21.7,43.4,2,3,0.010000000000000009,7,0,3,3,3,3,3,45,0.17,0.17,1,0,13,1,0,3,7.6,7.6,30.7,1,3,0.010000000000000009,5,0,4,2,4,4,3,50,0.2,0.19,0,0,19,0,3,2,0.0,15.7,26.3,0,1,0.04000000000000001,10,0,6,4,5,5,2,27,0.18,0.18,0,0,25,1,1,7,4.0,8.0,36.0,1,6,0.01999999999999999,-13,-1,5,1,2,6,3,60,0.16,0.17,0,0,18,1,0,2,5.5,5.5,16.6,1,4,0.0,20,0,2,6,6,0.1733333333333333,47.333333333333336,2.6666666666666665
20250811,04,10R,1,1,41,0.13,0.11,0,0,26,16,6,2,61.5,84.6,92.3,16,2,-0.03,1,-2,1,1,1,2,2,45,0.16,0.16,0,0,13,3,5,0,23.0,61.5,61.5,3,2,0.0,5,-1,2,3,2,3,3,41,0.19,0.16,0,0,26,4,5,8,15.3,34.6,65.3,4,1,0.03,1,0,5,2,3,4,3,50,0.18,0.18,1,0,16,1,1,4,6.2,12.5,37.5,1,2,0.01999999999999999,10,0,4,4,4,5,3,56,0.17,0.18,0,0,31,2,4,7,6.4,19.3,41.9,2,4,0.010000000000000009,16,0,3,6,5,6,3,54,0.19,0.22,0,0,2,0,0,0,0.0,0.0,0.0,0,1,0.03,14,0,6,5,6,0.17,47.833333333333336,2.5
20250811,04,11R,1,1,47,0.14,0.12,0,0,30,22,6,1,73.3,93.3,96.6,22,1,-0.01999999999999999,7,-2,2,4,1,2,1,48,0.14,0.14,0,0,26,3,6,5,11.5,34.6,53.8,3,5,-0.01999999999999999,8,-2,3,5,2,3,1,49,0.15,0.15,0,0,19,3,6,5,15.7,47.3,73.6,3,2,-0.010000000000000009,9,-2,4,6,3,4,2,30,0.13,0.15,0,0,16,2,4,4,12.5,37.5,62.5,2,0,-0.03,-10,-1,1,2,4,5,3,33,0.19,0.18,0,0,20,2,1,7,10.0,15.0,50.0,2,1,0.03,-7,0,6,3,5,6,3,22,0.16,0.16,0,0,16,1,2,2,6.2,18.7,31.2,1,0,0.0,-18,0,5,1,6,0.15166666666666667,38.166666666666664,1.8333333333333333
20250811,04,12R,1,1,25,0.15,0.17,1,0,26,19,3,2,73.0,84.6,92.3,19,2,-0.010000000000000009,-15,-2,1,1,1,2,2,49,0.18,0.18,0,0,22,4,7,6,18.1,50.0,77.2,4,2,0.01999999999999999,9,-1,6,5,3,3,1,52,0.16,0.13,0,0,20,5,7,3,25.0,60.0,75.0,5,0,0.0,12,-2,2,6,2,4,3,26,0.17,0.16,0,0,15,1,1,4,6.6,13.3,40.0,1,0,0.010000000000000009,-14,0,4,2,6,5,2,34,0.16,0.15,0,0,24,2,0,7,8.3,8.3,37.5,2,4,0.0,-6,-1,3,3,4,6,2,37,0.17,0.2,0,0,21,0,2,6,0.0,9.5,38.1,0,2,0.010000000000000009,-3,-1,5,4,5,0.165,37.166666666666664,1.8333333333333333
