date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250812,23,7R,1,1,3,47,0.18,0.16,0,0,17.0,7.0,4.0,2.0,41.1,64.7,76.4,7,2,0.0199999999999999,7,0,4,6,3,0.168,38.66666666666666,2.6666666666666665,4,0,0.13,抜き
20250812,23,7R,2,2,3,44,0.16,0.16,0,0,21.0,2.0,7.0,2.0,9.5,42.8,52.3,2,2,0.0,4,0,2,5,4,0.168,38.66666666666666,2.6666666666666665,5,0,0.22,抜き
20250812,23,7R,3,3,2,39,0.17,0.16,0,0,25.0,4.0,6.0,6.0,16.0,40.0,64.0,4,3,0.01,-1,-1,3,3,2,0.168,38.66666666666666,2.6666666666666665,2,0,0.13,抜き
20250812,23,7R,4,4,1,37,0.15,0.14,0,0,19.0,4.0,1.0,6.0,21.0,26.3,57.8,4,1,-0.01,-3,-2,1,2,1,0.168,38.66666666666666,2.6666666666666665,1,1,0.09,抜き
20250812,23,7R,5,5,3,42,0.18,0.17,0,0,17.0,1.0,2.0,3.0,5.8,17.6,35.2,1,2,0.0199999999999999,2,0,5,4,5,0.168,38.66666666666666,2.6666666666666665,3,0,0.08,抜き
20250812,23,7R,6,6,4,23,,0.21,1,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,-17,1,6,1,6,0.168,38.66666666666666,2.6666666666666665,6,0,0.14,抜き
