date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250817,13,1R,1,3,55,0.17,0.14,1,0,17,7,5,3,41.1,70.5,88.2,7,0,0.010000000000000009,15,0,3,6,2,2,3,31,0.17,0.16,1,0,14.0,1.0,2.0,7.0,7.1,21.4,71.4,1,1,0.010000000000000009,-9,0,4,2,3,3,1,35,0.12,0.12,1,0,25,6,8,3,24.0,56.0,68.0,6,2,-0.04000000000000001,-5,-2,1,3,1,4,4,23,0.2,0.27,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.04000000000000001,-17,1,6,1,6,5,3,38,0.17,0.17,0,0,20,2,4,5,10.0,30.0,55.0,2,3,0.010000000000000009,-2,0,5,4,4,6,3,46,0.15,0.17,0,0,19.0,0.0,1.0,2.0,0.0,5.2,15.7,0,5,-0.010000000000000009,6,0,2,5,5,0.16333333333333336,38.0,2.8333333333333335
20250817,13,2R,1,3,25,0.15,0.13,1,0,23,14,2,3,60.8,69.5,82.6,14,4,-0.010000000000000009,-15,0,1,3,4,2,2,37,0.17,0.18,1,0,18.0,0.0,7.0,5.0,0.0,38.8,66.6,0,7,0.010000000000000009,-3,-1,2,4,2,3,1,41,0.17,0.17,0,0,22,8,6,2,36.3,63.6,72.7,8,2,0.010000000000000009,1,-2,3,5,1,4,3,24,0.17,0.17,1,0,14.0,0.0,1.0,3.0,0.0,7.1,28.5,0,2,0.010000000000000009,-16,0,4,2,5,5,4,19,,0.25,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,-21,1,6,1,6,6,2,56,0.19,,0,0,,,,,,,,0,0,0.03,16,-1,5,6,3,0.17,33.666666666666664,2.5
20250817,13,3R,1,3,29,0.18,0.15,0,0,14,6,2,0,42.8,57.1,57.1,6,3,0.01999999999999999,-11,0,3,3,4,2,2,55,0.15,0.13,0,0,20.0,4.0,8.0,4.0,20.0,60.0,80.0,4,2,-0.010000000000000009,15,-1,2,6,2,3,3,45,0.19,0.18,0,0,20,1,4,5,5.0,25.0,50.0,1,6,0.03,5,0,5,5,5,4,3,21,0.21,0.19,1,0,26.0,0.0,3.0,2.0,0.0,11.5,19.2,0,5,0.04999999999999999,-19,0,6,1,6,5,1,37,0.14,0.14,0,0,17,0,2,6,0.0,11.7,47.0,0,2,-0.01999999999999999,-3,-2,1,4,1,6,2,27,0.18,0.2,0,0,19.0,0.0,0.0,1.0,0.0,0.0,5.2,0,2,0.01999999999999999,-13,-1,4,2,3,0.17500000000000002,35.666666666666664,2.3333333333333335
20250817,13,4R,1,3,40,0.18,0.16,0,0,16,5,2,2,31.2,43.7,56.2,5,5,0.01999999999999999,0,0,4,2,4,2,2,37,0.14,0.15,1,0,18.0,3.0,10.0,2.0,16.6,72.2,83.3,3,3,-0.01999999999999999,-3,-1,1,1,2,3,3,50,0.14,0.14,1,0,18,3,3,6,16.6,33.3,66.6,3,2,-0.01999999999999999,10,0,2,5,5,4,1,63,0.16,,0,0,,,,,,,,0,0,0.0,23,-2,3,6,1,5,3,41,0.19,0.16,0,0,18,0,2,2,0.0,11.1,22.2,0,4,0.03,1,0,6,4,6,6,2,40,0.18,0.22,0,0,16.0,0.0,2.0,3.0,0.0,12.5,31.2,0,0,0.01999999999999999,0,-1,5,3,3,0.165,45.166666666666664,2.3333333333333335
20250817,13,5R,1,2,45,0.17,0.17,0,0,26,19,4,2,73.0,88.4,96.1,19,2,0.010000000000000009,5,-1,4,5,2,2,2,29,0.16,0.15,0,0,22.0,2.0,7.0,2.0,9.0,40.9,50.0,2,3,0.0,-11,-1,2,2,3,3,3,60,0.17,0.19,0,0,23,1,7,6,4.3,34.7,60.8,1,4,0.010000000000000009,20,0,5,6,4,4,1,36,0.14,0.12,0,0,22.0,5.0,4.0,6.0,22.7,40.9,68.1,5,0,-0.01999999999999999,-4,-2,1,4,1,5,3,25,0.16,0.17,1,0,33,1,2,4,3.0,9.0,21.2,1,3,0.0,-15,0,3,1,5,6,3,31,0.17,0.2,1,0,15.0,0.0,2.0,1.0,0.0,13.3,20.0,0,3,0.010000000000000009,-9,0,6,3,6,0.16166666666666668,37.666666666666664,2.3333333333333335
20250817,13,6R,1,1,55,0.17,0.14,0,0,27,19,2,1,70.3,77.7,81.4,19,5,0.010000000000000009,15,-2,3,4,1,2,3,38,0.16,0.18,0,0,19.0,0.0,2.0,6.0,0.0,10.5,42.1,0,4,0.0,-2,0,2,2,3,3,3,25,0.15,0.15,1,0,19,2,2,7,10.5,21.0,57.8,2,3,-0.010000000000000009,-15,0,1,1,4,4,2,49,0.21,0.18,0,0,21.0,3.0,2.0,6.0,14.2,23.8,52.3,3,2,0.04999999999999999,9,-1,6,3,2,5,3,55,0.17,0.22,1,0,5,0,0,0,0.0,0.0,0.0,0,1,0.010000000000000009,15,0,4,5,5,6,3,61,0.17,0.2,0,0,15.0,0.0,0.0,1.0,0.0,0.0,6.6,0,4,0.010000000000000009,21,0,5,6,6,0.17166666666666666,47.166666666666664,2.5
20250817,13,7R,1,3,42,0.17,0.16,0,0,13,5,3,0,38.4,61.5,61.5,5,1,0.010000000000000009,2,0,3,6,4,2,1,32,0.13,0.12,1,0,25.0,6.0,13.0,3.0,24.0,76.0,88.0,6,1,-0.03,-8,-2,2,3,1,3,3,29,0.18,0.15,0,0,18,3,2,0,16.6,27.7,27.7,3,3,0.01999999999999999,-11,0,5,2,5,4,4,19,,,0,0,,,,,,,,0,0,0.0,-21,1,6,1,6,5,2,35,0.17,0.13,0,0,13,1,4,2,7.6,38.4,53.8,1,5,0.010000000000000009,-5,-1,4,4,3,6,1,35,0.12,0.13,1,0,16.0,0.0,0.0,3.0,0.0,0.0,18.7,0,2,-0.04000000000000001,-5,-2,1,5,2,0.154,32.0,2.3333333333333335
20250817,13,8R,1,2,34,0.16,0.16,0,0,19,9,5,1,47.3,73.6,78.9,9,2,0.0,-6,-1,1,3,2,2,3,21,0.21,,1,0,,,,,,,,0,0,0.04999999999999999,-19,0,6,1,5,3,2,40,0.18,0.2,0,0,26,5,6,6,19.2,42.3,65.3,5,0,0.01999999999999999,0,-1,3,4,3,4,2,44,0.18,0.17,0,0,26.0,2.0,7.0,2.0,7.6,34.6,42.3,2,2,0.01999999999999999,4,-1,4,6,4,5,4,23,0.2,0.2,0,0,18,0,0,1,0.0,0.0,5.5,0,5,0.04000000000000001,-17,1,5,2,6,6,1,41,0.17,0.16,0,0,9.0,0.0,2.0,3.0,0.0,22.2,55.5,0,1,0.010000000000000009,1,-2,2,5,1,0.18333333333333332,33.833333333333336,2.3333333333333335
20250817,13,9R,1,2,48,0.18,0.14,0,0,14,9,4,1,64.2,92.8,100.0,9,0,0.01999999999999999,8,-1,4,6,1,2,3,41,0.19,0.14,0,0,17.0,2.0,5.0,1.0,11.7,41.1,47.0,2,1,0.03,1,0,5,4,3,3,3,25,0.2,0.2,1,0,8,0,2,3,0.0,25.0,62.5,0,1,0.04000000000000001,-15,0,6,1,4,4,2,45,0.17,0.16,0,0,19.0,2.0,5.0,1.0,10.5,36.8,42.1,2,2,0.010000000000000009,5,-1,2,5,2,5,3,28,0.17,0.18,0,0,16,2,4,2,12.5,37.5,50.0,2,2,0.010000000000000009,-12,0,3,2,5,6,3,29,0.16,0.19,0,0,16.0,1.0,0.0,1.0,6.2,6.2,12.5,1,2,0.0,-11,0,1,3,6,0.17833333333333334,36.0,2.6666666666666665
20250817,13,10R,1,2,55,0.15,0.15,0,0,24,15,3,4,62.5,75.0,91.6,15,4,-0.010000000000000009,15,-1,1,4,3,2,3,24,0.17,0.16,1,0,15.0,0.0,2.0,0.0,0.0,13.3,13.3,0,1,0.010000000000000009,-16,0,6,1,5,3,1,63,0.16,0.07,0,0,1,0,1,0,0.0,100.0,100.0,0,0,0.0,23,-2,2,6,1,4,1,58,0.16,0.15,1,0,24.0,5.0,5.0,8.0,20.8,41.6,75.0,5,4,0.0,18,-2,3,5,2,5,2,29,0.16,0.17,0,0,19,1,1,3,5.2,10.5,26.3,1,5,0.0,-11,-1,4,2,4,6,3,38,0.16,0.17,0,0,16.0,1.0,0.0,0.0,6.2,6.2,6.2,1,4,0.0,-2,0,5,3,6,0.16,44.5,2.0
