date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250809,06,1R,1,1,2,31,0.14,0.16,0,0,17,11,1,4,64.7,70.5,94.1,11,4,-0.0199999999999999,-9,-1,2,1,3,0.155,38.833333333333336,1.6666666666666667,1,1,0.09,逃げ
20250809,06,1R,2,2,1,37,0.16,0.17,1,0,23,5,7,3,21.7,52.1,65.2,5,2,0.0,-3,-2,4,2,1,0.155,38.833333333333336,1.6666666666666667,4,0,0.16,逃げ
20250809,06,1R,3,3,2,45,0.19,0.16,0,0,23,3,4,8,13.0,30.4,65.2,3,1,0.03,5,-1,6,6,4,0.155,38.833333333333336,1.6666666666666667,3,0,0.22,逃げ
20250809,06,1R,4,4,1,41,0.15,0.12,0,0,17,2,5,2,11.7,41.1,52.9,2,5,-0.01,1,-2,3,5,2,0.155,38.833333333333336,1.6666666666666667,6,0,0.09,逃げ
20250809,06,1R,5,5,2,40,0.16,0.19,1,0,12,1,3,2,8.3,33.3,50.0,1,1,0.0,0,-1,5,4,5,0.155,38.833333333333336,1.6666666666666667,2,0,0.18,逃げ
20250809,06,1R,6,6,2,39,0.13,0.12,0,0,24,1,3,3,4.1,16.6,29.1,1,4,-0.03,-1,-1,1,3,6,0.155,38.833333333333336,1.6666666666666667,5,0,0.12,逃げ
20250809,06,2R,1,1,3,52,0.13,0.12,0,0,7,2,1,2,28.5,42.8,71.4,2,1,-0.03,12,0,1,6,6,0.1583333333333333,41.833333333333336,1.8333333333333333,4,0,0.11,差し
20250809,06,2R,2,2,2,34,0.16,0.15,0,0,19,5,8,1,26.3,68.4,73.6,5,1,0.0,-6,-1,2,1,3,0.1583333333333333,41.833333333333336,1.8333333333333333,1,1,0.14,差し
20250809,06,2R,3,3,2,45,0.17,0.15,0,0,11,1,4,3,9.0,45.4,72.7,1,1,0.01,5,-1,5,5,4,0.1583333333333333,41.833333333333336,1.8333333333333333,2,0,0.13,差し
20250809,06,2R,4,4,1,43,0.17,0.17,0,0,20,2,5,5,10.0,35.0,60.0,2,0,0.01,3,-2,6,4,1,0.1583333333333333,41.833333333333336,1.8333333333333333,5,0,0.17,差し
20250809,06,2R,5,5,2,37,0.16,0.14,0,0,23,3,4,1,13.0,30.4,34.7,3,2,0.0,-3,-1,3,2,5,0.1583333333333333,41.833333333333336,1.8333333333333333,6,0,0.16,差し
20250809,06,2R,6,6,1,40,0.16,0.19,0,0,15,0,2,2,0.0,13.3,26.6,0,1,0.0,0,-2,4,3,2,0.1583333333333333,41.833333333333336,1.8333333333333333,3,0,0.15,差し
