date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250816,11,1R,1,1,2,40,0.16,0.15,1,0,19,14,0,1,73.6,73.6,78.9,14,3,0.0,0,-1,1,4,1,0.18,33.166666666666664,3.0,1,1,0.16,逃げ
20250816,11,1R,2,2,3,33,0.2,0.19,0,0,24,1,6,5,4.1,29.1,50.0,1,4,0.04,-7,0,4,3,2,0.18,33.166666666666664,3.0,2,0,0.11,逃げ
20250816,11,1R,3,3,3,42,0.2,0.17,0,0,23,2,4,5,8.7,26.0,47.8,2,1,0.04,2,0,5,6,3,0.18,33.166666666666664,3.0,5,0,0.12,逃げ
20250816,11,1R,4,4,3,40,0.17,0.17,0,0,19,1,2,5,5.2,15.7,42.1,1,3,0.01,0,0,2,5,4,0.18,33.166666666666664,3.0,3,0,0.13,逃げ
20250816,11,1R,5,5,3,21,0.17,0.17,1,0,17,1,1,2,5.8,11.7,23.5,1,1,0.01,-19,0,3,1,5,0.18,33.166666666666664,3.0,4,0,0.09,逃げ
20250816,11,1R,6,6,4,23,,0.23,0,0,38,0,0,0,0.0,0.0,0.0,0,5,0.0,-17,1,6,2,6,0.18,33.166666666666664,3.0,6,0,0.14,逃げ
20250816,11,2R,1,1,2,53,0.18,0.17,1,0,28,18,4,1,64.2,78.5,82.1,18,3,0.0199999999999999,13,-1,5,6,2,0.17,44.0,2.5,1,1,0.17,逃げ
20250816,11,2R,2,2,3,41,0.16,0.16,1,0,18,1,3,4,5.5,22.2,44.4,1,2,0.0,1,0,1,2,3,0.17,44.0,2.5,4,0,0.2,逃げ
20250816,11,2R,3,3,1,43,0.16,0.13,0,0,24,5,8,5,20.8,54.1,75.0,5,2,0.0,3,-2,2,4,1,0.17,44.0,2.5,2,0,0.16,逃げ
20250816,11,2R,4,4,3,52,0.17,0.15,0,0,27,3,9,5,11.1,44.4,62.9,3,2,0.01,12,0,3,5,4,0.17,44.0,2.5,5,0,0.21,逃げ
20250816,11,2R,5,5,3,33,0.17,0.2,0,0,22,0,4,3,0.0,18.1,31.8,0,2,0.01,-7,0,4,1,5,0.17,44.0,2.5,3,0,0.22,逃げ
20250816,11,2R,6,6,3,42,0.18,0.21,0,0,16,0,0,0,0.0,0.0,0.0,0,1,0.0199999999999999,2,0,6,3,6,0.17,44.0,2.5,6,0,0.23,逃げ
20250816,11,3R,1,1,2,44,0.19,0.2,0,0,22,8,7,4,36.3,68.1,86.3,8,4,0.03,4,-1,5,5,1,0.1766666666666666,34.333333333333336,2.833333333333333,2,0,0.16,差し
20250816,11,3R,2,2,3,27,0.17,0.17,0,0,17,3,2,3,17.6,29.4,47.0,3,0,0.01,-13,0,3,2,3,0.1766666666666666,34.333333333333336,2.833333333333333,1,1,0.09,差し
20250816,11,3R,3,3,2,41,0.14,0.14,0,0,19,3,4,5,15.7,36.8,63.1,3,2,-0.0199999999999999,1,-1,1,4,2,0.1766666666666666,34.333333333333336,2.833333333333333,3,0,0.11,差し
20250816,11,3R,4,4,3,28,0.17,0.15,0,0,20,2,4,2,10.0,30.0,40.0,2,2,0.01,-12,0,4,3,4,0.1766666666666666,34.333333333333336,2.833333333333333,5,0,0.15,差し
20250816,11,3R,5,5,3,45,0.16,0.15,0,0,22,1,1,3,4.5,9.0,22.7,1,3,0.0,5,0,2,6,5,0.1766666666666666,34.333333333333336,2.833333333333333,4,0,0.16,差し
