date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250814,12,1R,1,1,3,36,0.18,0.12,1,0,12,5,5,0,41.6,83.3,83.3,5,2,0.0199999999999999,-4,0,4,3,3,0.1716666666666666,35.666666666666664,2.5,1,1,0.17,逃げ
20250814,12,1R,2,2,3,30,0.18,0.17,0,0,20,4,6,3,20.0,50.0,65.0,4,1,0.0199999999999999,-10,0,5,2,4,0.1716666666666666,35.666666666666664,2.5,2,0,0.19,逃げ
20250814,12,1R,3,3,1,45,0.16,0.18,1,0,27,5,5,9,18.5,37.0,70.3,5,5,0.0,5,-2,2,6,1,0.1716666666666666,35.666666666666664,2.5,4,0,0.2,逃げ
20250814,12,1R,4,4,3,37,0.17,0.14,0,0,18,1,5,3,5.5,33.3,50.0,1,1,0.01,-3,0,3,4,5,0.1716666666666666,35.666666666666664,2.5,3,0,0.18,逃げ
20250814,12,1R,5,5,3,39,0.19,0.17,1,0,21,2,2,3,9.5,19.0,33.3,2,2,0.03,-1,0,6,5,6,0.1716666666666666,35.666666666666664,2.5,6,0,0.25,逃げ
20250814,12,1R,6,6,2,27,0.15,0.12,0,0,13,1,0,4,7.6,7.6,38.4,1,2,-0.01,-13,-1,1,1,2,0.1716666666666666,35.666666666666664,2.5,5,0,0.16,逃げ
20250814,12,2R,1,1,3,67,0.18,0.18,0,0,22,5,6,5,22.7,50.0,72.7,5,4,0.0199999999999999,27,0,4,6,3,0.18,40.0,2.5,2,0,0.15,まくり
20250814,12,2R,2,2,3,39,0.18,0.18,0,0,18,2,6,2,11.1,44.4,55.5,2,3,0.0199999999999999,-1,0,5,4,4,0.18,40.0,2.5,4,0,0.16,まくり
20250814,12,2R,3,3,1,39,0.14,0.14,0,0,22,12,4,4,54.5,72.7,90.9,12,1,-0.0199999999999999,-1,-2,2,5,1,0.18,40.0,2.5,1,1,0.13,まくり
20250814,12,2R,4,4,3,38,0.17,0.17,1,0,19,4,1,3,21.0,26.3,42.1,4,1,0.01,-2,0,3,3,5,0.18,40.0,2.5,6,0,0.11,まくり
20250814,12,2R,5,5,1,35,0.12,0.13,0,0,20,4,5,3,20.0,45.0,60.0,4,0,-0.04,-5,-2,1,2,2,0.18,40.0,2.5,3,0,0.08,まくり
20250814,12,2R,6,6,4,22,0.29,0.28,0,0,52,0,0,1,0.0,0.0,1.9,0,6,0.1299999999999999,-18,1,6,1,6,0.18,40.0,2.5,5,0,0.16,まくり
20250814,12,3R,1,1,3,40,0.17,0.19,0,0,10,6,1,1,60.0,70.0,80.0,6,1,0.01,0,0,4,4,4,0.1633333333333333,38.16666666666666,2.1666666666666665,4,0,0.19,まくり
20250814,12,3R,2,2,1,52,0.16,0.14,0,0,19,3,7,1,15.7,52.6,57.8,3,1,0.0,12,-2,3,6,1,0.1633333333333333,38.16666666666666,2.1666666666666665,1,1,0.14,まくり
20250814,12,3R,3,3,3,36,0.19,0.18,0,0,19,2,1,4,10.5,15.7,36.8,2,2,0.03,-4,0,6,3,5,0.1633333333333333,38.16666666666666,2.1666666666666665,5,0,0.21,まくり
20250814,12,3R,4,4,3,29,0.15,0.14,0,0,18,1,5,4,5.5,33.3,55.5,1,1,-0.01,-11,0,2,1,6,0.1633333333333333,38.16666666666666,2.1666666666666665,2,0,0.18,まくり
20250814,12,3R,5,5,1,31,0.14,0.14,0,0,21,3,2,2,14.2,23.8,33.3,3,1,-0.0199999999999999,-9,-2,1,2,2,0.1633333333333333,38.16666666666666,2.1666666666666665,3,0,0.12,まくり
20250814,12,3R,6,6,2,41,0.17,0.2,0,0,14,0,1,4,0.0,7.1,35.7,0,1,0.01,1,-1,5,5,3,0.1633333333333333,38.16666666666666,2.1666666666666665,6,0,0.14,まくり
20250814,12,4R,1,1,1,24,0.16,0.15,0,0,23,17,5,0,73.9,95.6,95.6,17,1,0.0,-16,-2,2,1,1,0.1616666666666666,36.833333333333336,2.0,1,1,0.05,逃げ
20250814,12,4R,2,2,1,43,0.16,0.16,0,0,20,8,5,1,40.0,65.0,70.0,8,1,0.0,3,-2,3,5,2,0.1616666666666666,36.833333333333336,2.0,2,0,0.08,逃げ
