date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250818,06,1R,1,1,3,49,0.18,0.14,1,0,15,5,6,2,33.3,73.3,86.6,0.0199999999999999,9,0,5,4,4,0.1616666666666666,39.0,2.333333333333333,5,0,0,4,0,2,0,4,0,0,0,0,5,10,2,0,0.17,差し
20250818,06,1R,2,2,2,25,0.16,0.17,0,0,18,1,2,7,5.5,16.6,55.5,0.0,-15,-1,3,2,2,0.1616666666666666,39.0,2.333333333333333,0,9,1,1,0,5,0,2,0,0,0,0,1,17,1,1,0.22,差し
20250818,06,1R,3,3,2,52,0.11,0.1,0,0,29,7,8,4,24.1,51.7,65.5,-0.05,12,-1,1,5,3,0.1616666666666666,39.0,2.333333333333333,0,15,2,2,0,1,4,2,0,2,1,0,7,22,3,0,0.14,差し
20250818,06,1R,4,4,3,24,0.17,0.16,0,0,35,3,2,4,8.5,14.2,25.7,0.01,-16,0,4,1,5,0.1616666666666666,39.0,2.333333333333333,0,15,0,5,2,3,0,6,1,3,0,0,3,32,5,0,0.15,差し
20250818,06,1R,5,5,1,27,0.14,0.13,0,0,16,0,4,3,0.0,25.0,43.7,-0.0199999999999999,-13,-2,2,3,1,0.1616666666666666,39.0,2.333333333333333,0,14,0,1,0,1,0,0,0,0,0,0,0,16,4,0,0.14,差し
20250818,06,1R,6,6,3,57,0.21,0.21,0,0,8,0,0,0,0.0,0.0,0.0,0.0499999999999999,17,0,6,6,6,0.1616666666666666,39.0,2.333333333333333,0,5,0,0,0,1,0,0,0,2,0,0,0,8,6,0,0.16,差し
20250818,06,2R,1,1,3,40,0.18,0.17,0,0,16,7,3,1,43.7,62.5,68.7,0.0199999999999999,0,0,5,3,4,0.17,34.833333333333336,2.333333333333333,7,0,0,0,0,5,0,4,0,0,0,0,7,9,2,0,0.04,差し
20250818,06,2R,2,2,1,43,0.16,0.17,1,0,23,4,9,4,17.3,56.5,73.9,0.0,3,-2,3,6,1,0.17,34.833333333333336,2.333333333333333,0,14,3,0,0,3,0,2,1,0,0,0,4,19,1,1,0.1,差し
20250818,06,2R,3,3,3,21,0.16,0.14,1,0,25,0,5,4,0.0,20.0,36.0,0.0,-19,0,4,1,5,0.17,34.833333333333336,2.333333333333333,0,16,0,3,0,1,0,3,0,2,0,0,0,25,5,0,0.13,差し
20250818,06,2R,4,4,4,21,0.22,0.19,0,0,9,0,0,0,0.0,0.0,0.0,0.06,-19,1,6,2,6,0.17,34.833333333333336,2.333333333333333,0,7,0,2,0,0,0,0,0,0,0,0,0,9,6,0,0.08,差し
20250818,06,2R,5,5,1,42,0.15,0.17,0,0,18,3,4,6,16.6,38.8,72.2,-0.01,2,-2,1,4,2,0.17,34.833333333333336,2.333333333333333,0,11,0,1,2,1,1,0,0,1,0,1,3,15,4,0,0.08,差し
20250818,06,2R,6,6,2,42,0.15,0.17,0,0,11,0,1,2,0.0,9.0,27.2,-0.01,2,-1,2,5,3,0.17,34.833333333333336,2.333333333333333,0,7,0,2,0,1,0,0,0,1,0,0,0,11,3,0,0.08,差し
20250818,06,3R,1,1,3,52,0.16,0.15,0,0,18,8,4,3,44.4,66.6,83.3,0.0,12,0,4,6,4,0.16,33.666666666666664,2.5,8,0,0,5,0,1,0,2,0,2,0,0,8,10,3,0,0.2,まくり差し
20250818,06,3R,2,2,1,29,0.15,0.14,0,0,24,10,6,3,41.6,66.6,79.1,-0.01,-11,-2,3,3,1,0.16,33.666666666666664,2.5,0,7,7,0,3,2,0,4,0,1,0,0,10,14,2,0,0.18,まくり差し
20250818,06,3R,3,3,2,36,0.14,0.16,0,0,23,6,6,5,26.0,52.1,73.9,-0.0199999999999999,-4,-1,1,4,2,0.16,33.666666666666664,2.5,0,6,1,4,0,1,5,2,0,4,0,0,6,17,6,0,0.12,まくり差し
