date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250812,20,1R,1,3,49,0.17,0.13,0,0,17,6,3,3,35.2,52.9,70.5,6,7,0.010000000000000009,9,0,2,3,1,2,3,24,0.19,0.19,0,0,22,3,4,4,13.6,31.8,50.0,3,2,0.03,-16,0,6,2,2,3,3,60,0.17,0.19,0,0,23,1,7,6,4.3,34.7,60.8,1,4,0.010000000000000009,20,0,3,5,3,4,3,20,0.18,0.17,0,0,19,2,0,3,10.5,10.5,26.3,2,1,0.01999999999999999,-20,0,4,1,4,5,3,56,0.13,0.13,0,0,18,1,1,6,5.5,11.1,44.4,1,2,-0.03,16,0,1,4,5,6,3,63,0.18,0.16,0,0,15,0,2,1,0.0,13.3,20.0,0,4,0.01999999999999999,23,0,5,6,6,0.17,45.333333333333336,3.0
20250812,20,2R,1,4,24,0.17,0.2,0,0,6,2,1,1,33.3,50.0,66.6,2,2,0.010000000000000009,-16,1,2,2,5,2,3,26,0.18,0.19,0,0,18,4,5,3,22.2,50.0,66.6,4,2,0.01999999999999999,-14,0,3,3,1,3,3,37,0.2,0.18,0,0,22,0,7,3,0.0,31.8,45.4,0,4,0.04000000000000001,-3,0,4,4,2,4,3,58,0.16,0.19,1,0,19,3,2,1,15.7,26.3,31.5,3,2,0.0,18,0,1,6,3,5,3,42,0.2,0.19,0,0,19,0,0,5,0.0,0.0,26.3,0,3,0.04000000000000001,2,0,5,5,4,6,4,19,,0.18,1,0,36,0,0,3,0.0,0.0,8.3,0,6,0.0,-21,1,6,1,6,0.18200000000000002,34.333333333333336,3.3333333333333335
20250812,20,3R,1,3,51,0.17,0.11,0,0,14,4,2,6,28.5,42.8,85.7,4,6,0.010000000000000009,11,0,4,4,1,2,3,23,0.16,0.14,0,0,12,1,2,3,8.3,25.0,50.0,1,0,0.0,-17,0,1,1,2,3,3,52,0.16,0.18,0,0,19,1,1,4,5.2,10.5,31.5,1,2,0.0,12,0,2,5,3,4,3,39,0.17,0.16,0,0,12,2,0,2,16.6,16.6,33.3,2,0,0.010000000000000009,-1,0,5,2,4,5,3,45,0.21,0.2,0,0,24,0,4,4,0.0,16.6,33.3,0,4,0.04999999999999999,5,0,6,3,5,6,3,54,0.16,0.16,0,0,14,0,1,2,0.0,7.1,21.4,0,4,0.0,14,0,3,6,6,0.17166666666666666,44.0,3.0
20250812,20,4R,1,3,38,0.16,0.16,0,0,19,6,5,0,31.5,57.8,57.8,6,5,0.0,-2,0,2,1,2,2,2,40,0.16,0.16,0,0,24,5,7,2,20.8,50.0,58.3,5,4,0.0,0,-1,3,2,1,3,3,42,0.15,0.16,0,0,20,1,3,3,5.0,20.0,35.0,1,1,-0.010000000000000009,2,0,1,3,3,4,3,54,0.17,0.17,0,0,14,0,1,2,0.0,7.1,21.4,0,3,0.010000000000000009,14,0,4,6,4,5,3,44,0.19,0.2,0,0,24,1,1,4,4.1,8.3,25.0,1,2,0.03,4,0,5,4,5,6,3,49,0.2,0.23,0,0,18,0,0,4,0.0,0.0,22.2,0,4,0.04000000000000001,9,0,6,5,6,0.17166666666666666,44.5,2.8333333333333335
20250812,20,5R,1,2,43,0.16,0.13,0,0,27,14,5,5,51.8,70.3,88.8,14,6,0.0,3,-1,4,5,2,2,1,40,0.15,0.16,0,0,18,4,3,4,22.2,38.8,61.1,4,3,-0.010000000000000009,0,-2,3,4,1,3,3,26,0.14,0.14,0,0,23,1,8,7,4.3,39.1,69.5,1,0,-0.01999999999999999,-14,0,2,3,4,4,2,43,0.13,0.17,1,0,14,0,3,2,0.0,21.4,35.7,0,0,-0.03,3,-1,1,6,3,5,3,24,0.19,0.17,0,0,17,0,2,5,0.0,11.7,41.1,0,2,0.03,-16,0,6,2,5,6,3,20,0.18,0.16,0,0,47,0,0,6,0.0,0.0,12.7,0,4,0.01999999999999999,-20,0,5,1,6,0.15833333333333333,32.666666666666664,2.3333333333333335
20250812,20,6R,1,2,51,0.17,0.18,1,0,17,7,3,3,41.1,58.8,76.4,7,5,0.010000000000000009,11,-1,4,2,1,2,3,58,0.16,0.18,1,0,16,0,3,2,0.0,18.7,31.2,0,2,0.0,18,0,2,5,4,3,2,51,0.17,0.15,0,0,23,4,8,4,17.3,52.1,69.5,4,0,0.010000000000000009,11,-1,5,3,2,4,3,49,0.17,0.16,0,0,21,0,3,3,0.0,14.2,28.5,0,2,0.010000000000000009,9,0,6,1,5,5,4,58,0.16,0.19,0,0,13,1,2,2,7.6,23.0,38.4,1,2,0.0,18,1,3,6,6,6,2,54,0.15,0.17,0,0,17,0,1,2,0.0,5.8,17.6,0,1,-0.010000000000000009,14,-1,1,4,3,0.16333333333333336,53.5,2.6666666666666665
20250812,20,7R,1,2,41,0.16,0.16,1,0,25,11,5,2,44.0,64.0,72.0,11,4,0.0,1,-1,3,3,2,2,3,56,0.13,0.13,0,0,18,2,5,3,11.1,38.8,55.5,2,0,-0.03,16,0,1,4,3,3,3,63,0.18,0.19,0,0,20,1,5,4,5.0,30.0,50.0,1,7,0.01999999999999999,23,0,4,6,4,4,3,26,0.18,0.2,0,0,14,0,4,2,0.0,28.5,42.8,0,4,0.01999999999999999,-14,0,5,1,5,5,3,34,0.18,0.19,1,0,18,0,2,3,0.0,11.1,27.7,0,3,0.01999999999999999,-6,0,6,2,6,6,1,57,0.14,0.2,0,0,15,0,4,4,0.0,26.6,53.3,0,2,-0.01999999999999999,17,-2,2,5,1,0.16166666666666668,46.166666666666664,2.5
20250812,20,8R,1,2,32,0.18,0.11,0,0,25,17,6,1,68.0,92.0,96.0,17,3,0.01999999999999999,-8,-1,4,1,1,2,3,42,0.2,0.2,0,0,22,2,5,5,9.0,31.8,54.5,2,1,0.04000000000000001,2,0,6,3,2,3,3,51,0.18,0.16,0,0,16,1,5,3,6.2,37.5,56.2,1,3,0.01999999999999999,11,0,5,4,3,4,3,37,0.15,0.17,0,0,26,3,6,6,11.5,34.6,57.6,3,2,-0.010000000000000009,-3,0,1,2,4,5,3,60,0.17,0.17,0,0,25,0,3,3,0.0,12.0,24.0,0,4,0.010000000000000009,20,0,3,6,5,6,3,52,0.16,0.15,0,0,19,0,1,1,0.0,5.2,10.5,0,2,0.0,12,0,2,5,6,0.17333333333333334,45.666666666666664,2.8333333333333335
20250812,20,9R,1,2,43,0.13,0.17,1,0,10,3,3,2,30.0,60.0,80.0,3,2,-0.03,3,-1,1,4,1,2,3,45,0.21,0.16,0,0,21,1,3,9,4.7,19.0,61.9,1,2,0.04999999999999999,5,0,6,6,2,3,3,44,0.19,0.16,0,0,23,2,1,8,8.7,13.0,47.8,2,1,0.03,4,0,5,5,3,4,4,24,0.17,0.15,0,0,14,2,1,2,14.2,21.4,35.7,2,2,0.010000000000000009,-16,1,4,1,6,5,3,26,0.14,0.14,0,0,27,2,3,6,7.4,18.5,40.7,2,3,-0.01999999999999999,-14,0,2,2,4,6,3,42,0.15,0.17,0,0,19,0,1,1,0.0,5.2,10.5,0,3,-0.010000000000000009,2,0,3,3,5,0.165,37.333333333333336,3.0
20250812,20,10R,1,3,39,0.17,0.16,0,0,8,6,1,0,75.0,87.5,87.5,6,0,0.010000000000000009,-1,0,4,1,4,2,4,58,0.16,0.16,0,0,12,3,5,2,25.0,66.6,83.3,3,0,0.0,18,1,1,6,6,3,2,43,0.16,0.15,0,0,23,2,6,4,8.7,34.7,52.1,2,3,0.0,3,-1,2,3,1,4,2,40,0.16,0.15,0,0,19,1,4,2,5.2,26.3,36.8,1,3,0.0,0,-1,3,2,2,5,2,51,0.17,0.21,1,0,13,0,0,1,0.0,0.0,7.6,0,2,0.010000000000000009,11,-1,5,4,3,6,3,51,0.17,0.21,0,0,13,0,0,3,0.0,0.0,23.0,0,4,0.010000000000000009,11,0,6,5,5,0.165,47.0,2.6666666666666665
20250812,20,11R,1,1,40,0.15,0.12,0,0,31,22,7,0,70.9,93.5,93.5,22,1,-0.010000000000000009,0,-2,2,4,1,2,1,57,0.14,0.15,0,0,16,6,6,3,37.5,75.0,93.7,6,0,-0.01999999999999999,17,-2,1,6,2,3,2,41,0.16,0.15,1,0,17,6,0,2,35.2,35.2,47.0,6,2,0.0,1,-1,3,5,3,4,2,32,0.18,0.17,0,0,24,1,5,4,4.1,25.0,41.6,1,5,0.01999999999999999,-8,-1,6,2,4,5,3,23,0.16,0.11,0,0,13,2,3,2,15.3,38.4,53.8,2,2,0.0,-17,0,4,1,5,6,3,38,0.16,0.15,0,0,21,1,2,2,4.7,14.2,23.8,1,3,0.0,-2,0,5,3,6,0.15833333333333335,38.5,2.0
20250812,20,12R,1,1,35,0.13,0.12,0,0,31,29,2,0,93.5,100.0,100.0,29,0,-0.03,-5,-2,1,1,1,2,1,46,0.16,0.19,0,0,22,4,7,6,18.1,50.0,77.2,4,6,0.0,6,-2,3,4,2,3,1,44,0.16,0.15,0,0,18,5,3,6,27.7,44.4,77.7,5,1,0.0,4,-2,4,3,3,4,2,43,0.16,0.16,1,0,19,3,4,2,15.7,36.8,47.3,3,4,0.0,3,-1,5,2,5,5,1,49,0.15,0.16,1,0,18,0,4,5,0.0,22.2,50.0,0,2,-0.010000000000000009,9,-2,2,6,4,6,3,48,0.19,0.22,0,0,15,0,0,3,0.0,0.0,20.0,0,3,0.03,8,0,6,5,6,0.15833333333333335,44.166666666666664,1.5
