date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250814,18,10R,1,1,1,40,0.14,0.12,0,0,27,21,4,1,77.7,92.5,96.3,-0.0199999999999999,0,-2,1,1,1,0.165,45.333333333333336,1.6666666666666667,19,0,0,2,0,1,0,3,2,0,0,0,21,6,2,0,0.06,まくり差し
20250814,18,10R,2,2,1,45,0.17,0.14,0,0,22,8,6,4,36.3,63.6,81.8,0.01,5,-2,5,3,2,0.165,45.333333333333336,1.6666666666666667,0,11,7,0,0,1,0,0,1,2,0,0,8,14,3,0,0.11,まくり差し
20250814,18,10R,3,3,3,52,0.2,0.2,0,0,22,2,4,6,9.0,27.2,54.5,0.04,12,0,6,6,6,0.165,45.333333333333336,1.6666666666666667,0,14,0,0,0,5,0,1,2,0,0,0,2,20,6,0,0.13,まくり差し
20250814,18,10R,4,4,1,41,0.16,0.17,0,0,26,8,4,8,30.7,46.1,76.9,0.0,1,-2,2,2,3,0.165,45.333333333333336,1.6666666666666667,0,12,1,0,3,1,4,4,0,1,0,0,8,18,1,1,0.04,まくり差し
20250814,18,10R,5,5,2,49,0.16,0.14,0,0,21,3,4,7,14.2,33.3,66.6,0.0,9,-1,3,5,4,0.165,45.333333333333336,1.6666666666666667,0,10,0,1,0,3,2,2,1,2,0,0,3,18,4,0,0.07,まくり差し
20250814,18,10R,6,6,2,45,0.16,0.13,0,0,10,0,1,5,0.0,10.0,60.0,0.0,5,-1,4,4,5,0.165,45.333333333333336,1.6666666666666667,0,2,0,3,0,1,0,3,0,1,0,0,0,10,5,0,0.09,まくり差し
