date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250809,07,1R,1,1,3,48,0.14,0.14,0,0,24.0,14.0,2.0,5.0,58.3,66.6,87.5,-0.0199999999999999,8,0,1,5,3,0.1766666666666666,37.333333333333336,2.6666666666666665,14,0,0,3,0,0,0,6,0,1,0,0,14,10,1,1,0.1,逃げ
20250809,07,1R,2,2,1,39,0.17,0.18,0,0,22.0,2.0,7.0,4.0,9.0,40.9,59.0,0.01,-1,-2,2,3,1,0.1766666666666666,37.333333333333336,2.6666666666666665,0,12,2,0,0,3,0,3,0,1,0,1,2,20,5,0,0.2,逃げ
20250809,07,1R,3,3,3,49,0.18,0.17,0,0,18.0,2.0,1.0,6.0,11.1,16.6,50.0,0.0199999999999999,9,0,4,6,4,0.1766666666666666,37.333333333333336,2.6666666666666665,0,7,0,2,1,2,0,4,1,1,0,0,2,16,3,0,0.22,逃げ
20250809,07,1R,4,4,3,27,0.19,0.21,1,0,16.0,0.0,4.0,3.0,0.0,25.0,43.7,0.03,-13,0,5,2,5,0.1766666666666666,37.333333333333336,2.6666666666666665,0,6,0,3,0,4,0,0,0,2,0,1,0,16,2,0,0.21,逃げ
20250809,07,1R,5,5,2,41,0.17,0.19,0,0,20.0,2.0,5.0,2.0,10.0,35.0,45.0,0.01,1,-1,3,4,2,0.1766666666666666,37.333333333333336,2.6666666666666665,0,12,0,3,1,1,1,1,0,1,0,0,2,18,4,0,0.19,逃げ
20250809,07,1R,6,6,4,20,0.21,0.16,1,0,58.0,0.0,1.0,0.0,0.0,1.7,1.7,0.0499999999999999,-20,1,6,1,6,0.1766666666666666,37.333333333333336,2.6666666666666665,0,24,0,8,0,12,0,10,0,4,0,0,0,58,6,0,0.23,逃げ
20250809,07,2R,1,1,3,45,0.21,0.21,0,0,14.0,6.0,3.0,0.0,42.8,64.2,64.2,0.0499999999999999,5,0,6,3,3,0.1666666666666666,47.66666666666666,2.333333333333333,6,0,0,2,0,3,0,2,0,1,0,0,6,8,1,1,0.21,逃げ
20250809,07,2R,2,2,1,42,0.15,0.15,0,0,23.0,10.0,4.0,2.0,43.4,60.8,69.5,-0.01,2,-2,1,1,1,0.1666666666666666,47.66666666666666,2.333333333333333,0,7,4,1,6,1,0,2,0,2,0,0,10,13,2,0,0.1,逃げ
20250809,07,2R,3,3,3,44,0.16,0.17,1,0,21.0,1.0,5.0,3.0,4.7,28.5,42.8,0.0,4,0,2,2,4,0.1666666666666666,47.66666666666666,2.333333333333333,0,13,0,1,1,6,0,0,0,0,0,0,1,20,3,0,0.17,逃げ
20250809,07,2R,4,4,3,51,0.16,0.11,1,0,17.0,2.0,2.0,1.0,11.7,23.5,29.4,0.0,11,0,3,5,5,0.1666666666666666,47.66666666666666,2.333333333333333,0,7,0,4,2,3,0,1,0,0,0,0,2,15,5,0,0.16,逃げ
