date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,winK_逃げ,loseK_逃げ,winK_差し,loseK_差し,winK_まくり,loseK_まくり,winK_まくり差し,loseK_まくり差し,winK_抜き,loseK_抜き,winK_恵まれ,loseK_恵まれ,winK_total,loseK_total,rank,win,st,decision
20250809,16,1R,1,1,3,49,0.17,0.19,0,0,20,9,4,2,45.0,65.0,75.0,0.01,9,0,1,4,1,0.18,44.16666666666666,3.0,9,0,0,3,0,4,0,3,0,1,0,0,9,11,1,1,0.16,逃げ
20250809,16,1R,2,2,3,58,0.22,0.24,0,0,16,0,1,2,0.0,6.2,18.7,0.06,18,0,6,6,2,0.18,44.16666666666666,3.0,0,6,0,2,0,3,0,4,0,1,0,0,0,16,2,0,0.2,逃げ
20250809,16,1R,3,3,3,27,0.17,0.18,1,0,12,0,1,2,0.0,8.3,25.0,0.01,-13,0,2,1,3,0.18,44.16666666666666,3.0,0,7,0,0,0,3,0,2,0,0,0,0,0,12,4,0,0.16,逃げ
20250809,16,1R,4,4,3,50,0.17,0.15,0,0,13,2,0,3,15.3,15.3,38.4,0.01,10,0,3,5,4,0.18,44.16666666666666,3.0,0,6,0,2,2,1,0,2,0,0,0,0,2,11,3,0,0.15,逃げ
20250809,16,1R,5,5,3,40,0.17,0.19,0,0,20,0,0,3,0.0,0.0,15.0,0.01,0,0,4,2,5,0.18,44.16666666666666,3.0,0,14,0,3,0,1,0,1,0,1,0,0,0,20,5,0,0.13,逃げ
20250809,16,1R,6,6,3,41,0.18,0.18,1,0,11,0,0,0,0.0,0.0,0.0,0.0199999999999999,1,0,5,3,6,0.18,44.16666666666666,3.0,0,6,0,3,0,1,0,1,0,0,0,0,0,11,6,0,0.19,逃げ
20250809,16,2R,1,1,3,36,0.19,0.15,0,0,11,3,2,0,27.2,45.4,45.4,0.03,-4,0,4,3,2,0.1783333333333333,36.5,2.833333333333333,3,0,0,4,0,0,0,3,0,0,0,1,3,8,1,1,0.08,逃げ
20250809,16,2R,2,2,2,39,0.17,0.13,0,0,22,1,5,7,4.5,27.2,59.0,0.01,-1,-1,2,4,1,0.1783333333333333,36.5,2.833333333333333,0,11,1,1,0,4,0,4,0,1,0,0,1,21,4,0,0.1,逃げ
20250809,16,2R,3,3,3,54,0.19,0.16,0,0,16,1,4,0,6.2,31.2,31.2,0.03,14,0,5,6,3,0.1783333333333333,36.5,2.833333333333333,0,7,1,3,0,2,0,3,0,0,0,0,1,15,2,0,0.11,逃げ
20250809,16,2R,4,4,3,42,0.16,0.17,0,0,24,2,0,6,8.3,8.3,33.3,0.0,2,0,1,5,4,0.1783333333333333,36.5,2.833333333333333,0,11,1,3,0,4,1,2,0,2,0,0,2,22,3,0,0.09,逃げ
20250809,16,2R,5,5,3,26,0.17,0.16,0,0,19,0,3,3,0.0,15.7,31.5,0.01,-14,0,3,2,5,0.1783333333333333,36.5,2.833333333333333,0,8,0,2,0,3,0,4,0,2,0,0,0,19,5,0,0.14,逃げ
20250809,16,2R,6,6,3,22,0.19,0.2,0,0,82,1,6,8,1.2,8.5,18.2,0.03,-18,0,6,1,6,0.1783333333333333,36.5,2.833333333333333,0,48,0,6,0,12,1,8,0,7,0,0,1,81,6,0,0.16,逃げ
20250809,16,3R,1,1,3,49,0.18,0.16,0,0,15,4,3,2,26.6,46.6,60.0,0.0199999999999999,9,0,4,6,2,0.1716666666666666,36.333333333333336,2.833333333333333,4,0,0,5,0,3,0,1,0,2,0,0,4,11,1,1,0.19,逃げ
20250809,16,3R,2,2,3,39,0.17,0.15,0,0,12,0,5,1,0.0,41.6,50.0,0.01,-1,0,3,5,3,0.1716666666666666,36.333333333333336,2.833333333333333,0,9,0,0,0,2,0,1,0,0,0,0,0,12,2,0,0.18,逃げ
20250809,16,3R,3,3,3,31,0.16,0.13,0,0,17,2,1,4,11.7,17.6,41.1,0.0,-9,0,2,2,4,0.1716666666666666,36.333333333333336,2.833333333333333,0,8,0,1,1,2,0,1,1,2,0,1,2,15,5,0,0.18,逃げ
20250809,16,3R,4,4,3,36,0.19,0.19,0,0,28,2,3,2,7.1,17.8,25.0,0.03,-4,0,6,4,5,0.1716666666666666,36.333333333333336,2.833333333333333,0,12,0,5,0,4,2,2,0,4,0,0,2,27,6,0,0.27,逃げ
20250809,16,3R,5,5,3,35,0.18,0.17,0,0,10,0,0,2,0.0,0.0,20.0,0.0199999999999999,-5,0,5,3,6,0.1716666666666666,36.333333333333336,2.833333333333333,0,5,0,0,0,2,0,1,0,3,0,0,0,11,3,0,0.22,逃げ
20250809,16,3R,6,6,2,28,0.15,0.16,1,0,16,1,2,2,6.2,18.7,31.2,-0.01,-12,-1,1,1,1,0.1716666666666666,36.333333333333336,2.833333333333333,0,9,0,1,0,2,0,2,1,1,0,0,1,15,4,0,0.2,逃げ
20250809,16,4R,1,1,2,40,0.16,0.15,0,0,28,24,2,1,85.7,92.8,96.4,0.0,0,-1,1,5,1,0.1766666666666666,36.5,2.833333333333333,23,0,0,2,0,0,0,2,1,0,0,0,24,4,1,1,0.1,逃げ
20250809,16,4R,2,2,3,26,0.19,0.17,0,0,25,2,5,6,8.0,28.0,52.0,0.03,-14,0,4,1,2,0.1766666666666666,36.5,2.833333333333333,0,13,2,2,0,4,0,4,0,0,0,0,2,23,3,0,0.14,逃げ
20250809,16,4R,3,3,3,39,0.16,0.17,0,0,21,0,4,4,0.0,19.0,38.1,0.0,-1,0,2,4,3,0.1766666666666666,36.5,2.833333333333333,0,13,0,3,0,1,0,1,0,3,0,0,0,21,6,0,0.22,逃げ
20250809,16,4R,4,4,3,34,0.19,0.15,0,0,19,1,5,2,5.2,31.5,42.1,0.03,-6,0,5,3,4,0.1766666666666666,36.5,2.833333333333333,0,10,0,2,1,2,0,1,0,3,0,0,1,18,2,0,0.13,逃げ
20250809,16,4R,5,5,3,53,0.17,0.16,0,0,26,1,3,7,3.8,15.3,42.3,0.01,13,0,3,6,5,0.1766666666666666,36.5,2.833333333333333,0,15,1,4,0,3,0,3,0,0,0,0,1,25,5,0,0.24,逃げ
20250809,16,4R,6,6,3,27,0.19,0.22,1,0,23,0,1,3,0.0,4.3,17.3,0.03,-13,0,6,2,6,0.1766666666666666,36.5,2.833333333333333,0,9,0,3,0,3,0,5,0,3,0,0,0,23,4,0,0.26,逃げ
20250809,16,5R,1,1,2,46,0.16,0.14,0,0,21,10,4,4,47.6,66.6,85.7,0.0,6,-1,1,4,2,0.18,40.16666666666666,2.5,10,0,0,4,0,4,0,3,0,1,0,0,10,12,6,0,0.39,まくり
20250809,16,5R,2,2,3,37,0.19,0.2,0,0,19,2,4,2,10.5,31.5,42.1,0.03,-3,0,5,3,3,0.18,40.16666666666666,2.5,0,12,1,1,0,3,0,0,1,1,0,0,2,17,5,0,0.35,まくり
20250809,16,5R,3,3,1,31,0.17,0.15,0,0,21,5,1,4,23.8,28.5,47.6,0.01,-9,-2,2,2,1,0.18,40.16666666666666,2.5,0,6,0,2,3,4,2,3,0,1,0,0,5,16,1,1,0.26,まくり
20250809,16,5R,4,4,3,52,0.21,0.2,0,0,17,0,4,4,0.0,23.5,47.0,0.0499999999999999,12,0,6,5,4,0.18,40.16666666666666,2.5,0,10,0,1,0,3,0,1,0,2,0,0,0,17,2,0,0.23,まくり
20250809,16,5R,5,5,3,55,0.17,0.17,0,0,27,0,2,5,0.0,7.4,25.9,0.01,15,0,3,6,5,0.18,40.16666666666666,2.5,0,16,0,6,0,1,0,2,0,2,0,0,0,27,3,0,0.24,まくり
20250809,16,5R,6,6,3,20,0.18,0.18,0,0,21,0,0,1,0.0,0.0,4.7,0.0199999999999999,-20,0,4,1,6,0.18,40.16666666666666,2.5,0,9,0,2,0,4,0,5,0,1,0,0,0,21,4,0,0.25,まくり
