date,pid,race,L1_startCourse,L1_class,L1_age,L1_avgST_rc,L1_ec_avgST,L1_flying,L1_late,L1_ss_starts,L1_ss_first,L1_ss_second,L1_ss_third,L1_ms_winRate,L1_ms_top2Rate,L1_ms_top3Rate,L1_win_k,L1_lose_k,L1_d_avgST_rc,L1_d_age,L1_d_class,L1_rank_avgST,L1_rank_age,L1_rank_class,L2_startCourse,L2_class,L2_age,L2_avgST_rc,L2_ec_avgST,L2_flying,L2_late,L2_ss_starts,L2_ss_first,L2_ss_second,L2_ss_third,L2_ms_winRate,L2_ms_top2Rate,L2_ms_top3Rate,L2_win_k,L2_lose_k,L2_d_avgST_rc,L2_d_age,L2_d_class,L2_rank_avgST,L2_rank_age,L2_rank_class,L3_startCourse,L3_class,L3_age,L3_avgST_rc,L3_ec_avgST,L3_flying,L3_late,L3_ss_starts,L3_ss_first,L3_ss_second,L3_ss_third,L3_ms_winRate,L3_ms_top2Rate,L3_ms_top3Rate,L3_win_k,L3_lose_k,L3_d_avgST_rc,L3_d_age,L3_d_class,L3_rank_avgST,L3_rank_age,L3_rank_class,L4_startCourse,L4_class,L4_age,L4_avgST_rc,L4_ec_avgST,L4_flying,L4_late,L4_ss_starts,L4_ss_first,L4_ss_second,L4_ss_third,L4_ms_winRate,L4_ms_top2Rate,L4_ms_top3Rate,L4_win_k,L4_lose_k,L4_d_avgST_rc,L4_d_age,L4_d_class,L4_rank_avgST,L4_rank_age,L4_rank_class,L5_startCourse,L5_class,L5_age,L5_avgST_rc,L5_ec_avgST,L5_flying,L5_late,L5_ss_starts,L5_ss_first,L5_ss_second,L5_ss_third,L5_ms_winRate,L5_ms_top2Rate,L5_ms_top3Rate,L5_win_k,L5_lose_k,L5_d_avgST_rc,L5_d_age,L5_d_class,L5_rank_avgST,L5_rank_age,L5_rank_class,L6_startCourse,L6_class,L6_age,L6_avgST_rc,L6_ec_avgST,L6_flying,L6_late,L6_ss_starts,L6_ss_first,L6_ss_second,L6_ss_third,L6_ms_winRate,L6_ms_top2Rate,L6_ms_top3Rate,L6_win_k,L6_lose_k,L6_d_avgST_rc,L6_d_age,L6_d_class,L6_rank_avgST,L6_rank_age,L6_rank_class,mean_avgST_rc,mean_age,mean_class
20250809,06,1R,1,2,31,0.14,0.16,0,0,17,11,1,4,64.7,70.5,94.1,11,4,-0.01999999999999999,-9,-1,2,1,3,2,1,37,0.16,0.17,1,0,23,5,7,3,21.7,52.1,65.2,5,2,0.0,-3,-2,4,2,1,3,2,45,0.19,0.16,0,0,23,3,4,8,13.0,30.4,65.2,3,1,0.03,5,-1,6,6,4,4,1,41,0.15,0.12,0,0,17,2,5,2,11.7,41.1,52.9,2,5,-0.010000000000000009,1,-2,3,5,2,5,2,40,0.16,0.19,1,0,12,1,3,2,8.3,33.3,50.0,1,1,0.0,0,-1,5,4,5,6,2,39,0.13,0.12,0,0,24,1,3,3,4.1,16.6,29.1,1,4,-0.03,-1,-1,1,3,6,0.155,38.833333333333336,1.6666666666666667
20250809,06,2R,1,3,52,0.13,0.12,0,0,7,2,1,2,28.5,42.8,71.4,2,1,-0.03,12,0,1,6,6,2,2,34,0.16,0.15,0,0,19,5,8,1,26.3,68.4,73.6,5,1,0.0,-6,-1,2,1,3,3,2,45,0.17,0.15,0,0,11,1,4,3,9.0,45.4,72.7,1,1,0.010000000000000009,5,-1,5,5,4,4,1,43,0.17,0.17,0,0,20,2,5,5,10.0,35.0,60.0,2,0,0.010000000000000009,3,-2,6,4,1,5,2,37,0.16,0.14,0,0,23,3,4,1,13.0,30.4,34.7,3,2,0.0,-3,-1,3,2,5,6,1,40,0.16,0.19,0,0,15,0,2,2,0.0,13.3,26.6,0,1,0.0,0,-2,4,3,2,0.15833333333333335,41.833333333333336,1.8333333333333333
20250809,06,3R,1,2,28,0.17,0.19,1,0,24,11,4,3,45.8,62.5,75.0,11,7,0.010000000000000009,-12,-1,4,2,3,2,1,25,0.16,0.17,0,0,22,9,3,6,40.9,54.5,81.8,9,2,0.0,-15,-2,2,1,1,3,2,48,0.18,0.16,0,0,13,1,6,1,7.6,53.8,61.5,1,3,0.01999999999999999,8,-1,6,5,4,4,3,58,0.17,0.18,0,0,13,0,2,3,0.0,15.3,38.4,0,2,0.010000000000000009,18,0,5,6,6,5,1,28,0.15,0.14,0,0,19,1,4,4,5.2,26.3,47.3,1,3,-0.010000000000000009,-12,-2,1,3,2,6,2,33,0.16,0.15,0,0,10,0,1,2,0.0,10.0,30.0,0,0,0.0,-7,-1,3,4,5,0.165,36.666666666666664,1.8333333333333333
20250809,06,4R,1,2,48,0.19,0.16,1,0,24,16,5,1,66.6,87.5,91.6,16,3,0.03,8,-1,6,6,3,2,1,44,0.16,0.14,0,0,18,3,4,3,16.6,38.8,55.5,3,0,0.0,4,-2,2,4,1,3,1,46,0.17,0.14,0,0,25,9,2,5,36.0,44.0,64.0,9,2,0.010000000000000009,6,-2,4,5,2,4,3,40,0.13,0.13,0,0,18,2,4,4,11.1,33.3,55.5,2,0,-0.03,0,0,1,2,6,5,2,30,0.18,0.12,0,0,13,0,0,4,0.0,0.0,30.7,0,3,0.01999999999999999,-10,-1,5,1,4,6,2,41,0.16,0.18,0,0,16,0,2,3,0.0,12.5,31.2,0,4,0.0,1,-1,3,3,5,0.165,41.5,1.8333333333333333
20250809,06,5R,1,2,52,0.15,0.14,0,0,20,14,5,0,70.0,95.0,95.0,14,2,-0.010000000000000009,12,-1,1,6,3,2,2,32,0.15,0.14,0,0,19,6,6,3,31.5,63.1,78.9,6,0,-0.010000000000000009,-8,-1,2,3,4,3,1,39,0.18,0.19,0,0,23,3,7,3,13.0,43.4,56.5,3,1,0.01999999999999999,-1,-2,5,4,1,4,1,25,0.18,0.18,1,0,13,1,5,1,7.6,46.1,53.8,1,0,0.01999999999999999,-15,-2,6,1,2,5,2,51,0.17,0.18,0,0,19,1,5,2,5.2,31.5,42.1,1,3,0.010000000000000009,11,-1,3,5,5,6,2,28,0.17,0.21,1,0,17,1,3,1,5.8,23.5,29.4,1,0,0.010000000000000009,-12,-1,4,2,6,0.16666666666666666,37.833333333333336,1.6666666666666667
20250809,06,6R,1,1,41,0.15,0.16,0,0,25,14,7,1,56.0,84.0,88.0,14,2,-0.010000000000000009,1,-2,2,5,1,2,1,29,0.13,0.14,1,0,22,4,7,1,18.1,50.0,54.5,4,2,-0.03,-11,-2,1,1,2,3,2,32,0.18,0.16,0,0,27,3,12,3,11.1,55.5,66.6,3,1,0.01999999999999999,-8,-1,6,2,4,4,2,39,0.15,0.15,1,0,14,2,0,2,14.2,14.2,28.5,2,1,-0.010000000000000009,-1,-1,3,4,5,5,1,56,0.15,0.14,0,0,19,0,7,6,0.0,36.8,68.4,0,6,-0.010000000000000009,16,-2,4,6,3,6,2,38,0.15,0.17,1,0,17,0,2,2,0.0,11.7,23.5,0,1,-0.010000000000000009,-2,-1,5,3,6,0.15166666666666667,39.166666666666664,1.5
20250809,06,7R,1,1,33,0.15,0.14,0,0,24,20,2,0,83.3,91.6,91.6,20,2,-0.010000000000000009,-7,-2,2,3,1,2,2,39,0.13,0.13,0,0,21,8,4,3,38.1,57.1,71.4,8,1,-0.03,-1,-1,1,4,4,3,2,31,0.16,0.15,0,0,22,1,10,4,4.5,50.0,68.1,1,5,0.0,-9,-1,3,1,5,4,2,31,0.2,0.21,0,0,20,2,4,3,10.0,30.0,45.0,2,0,0.04000000000000001,-9,-1,6,2,6,5,1,43,0.18,0.19,1,0,21,3,5,6,14.2,38.1,66.6,3,2,0.01999999999999999,3,-2,5,5,2,6,1,43,0.17,0.15,0,0,14,0,3,3,0.0,21.4,42.8,0,2,0.010000000000000009,3,-2,4,6,3,0.165,36.666666666666664,1.5
20250809,06,8R,1,2,44,0.19,0.21,1,0,25,15,7,1,60.0,88.0,92.0,15,2,0.03,4,-1,6,6,4,2,2,35,0.17,0.14,0,0,17,3,6,3,17.6,52.9,70.5,3,1,0.010000000000000009,-5,-1,5,2,5,3,1,40,0.16,0.15,0,0,19,4,2,8,21.0,31.5,73.6,4,2,0.0,0,-2,1,5,1,4,2,35,0.16,0.16,0,0,28,5,5,7,17.8,35.7,60.7,5,3,0.0,-5,-1,2,3,6,5,1,25,0.16,0.15,0,0,22,2,1,8,9.0,13.6,50.0,2,4,0.0,-15,-2,3,1,2,6,1,37,0.16,0.16,1,0,18,2,4,0,11.1,33.3,33.3,2,2,0.0,-3,-2,4,4,3,0.16666666666666666,36.0,1.5
20250809,06,9R,1,2,40,0.16,0.17,1,0,22,9,6,2,40.9,68.1,77.2,9,5,0.0,0,-1,4,4,4,2,1,36,0.15,0.15,0,0,21,9,6,4,42.8,71.4,90.4,9,3,-0.010000000000000009,-4,-2,2,2,1,3,2,48,0.19,0.19,1,0,23,5,4,3,21.7,39.1,52.1,5,4,0.03,8,-1,6,5,5,4,1,29,0.15,0.17,0,0,18,5,4,2,27.7,50.0,61.1,5,1,-0.010000000000000009,-11,-2,3,1,2,5,3,52,0.13,0.12,0,0,10,0,2,1,0.0,20.0,30.0,0,2,-0.03,12,0,1,6,6,6,1,36,0.16,0.19,0,0,16,2,5,3,12.5,43.7,62.5,2,2,0.0,-4,-2,5,3,3,0.15666666666666668,40.166666666666664,1.6666666666666667
20250809,06,10R,1,1,28,0.15,0.16,0,0,22,16,3,1,72.7,86.3,90.9,16,3,-0.010000000000000009,-12,-2,2,2,1,2,2,37,0.19,0.17,0,0,20,7,7,3,35.0,70.0,85.0,7,3,0.03,-3,-1,5,5,4,3,2,31,0.14,0.12,0,0,14,1,6,1,7.1,50.0,57.1,1,0,-0.01999999999999999,-9,-1,1,3,5,4,1,46,0.17,0.14,0,0,21,7,5,4,33.3,57.1,76.1,7,3,0.010000000000000009,6,-2,3,6,2,5,1,25,0.18,0.13,1,0,15,0,2,4,0.0,13.3,40.0,0,3,0.01999999999999999,-15,-2,4,1,3,6,3,35,0.19,0.22,0,0,17,1,0,3,5.8,5.8,23.5,1,3,0.03,-5,0,6,4,6,0.17,33.666666666666664,1.6666666666666667
