date,pid,race,lane,startCourse,class,age,avgST_rc,ec_avgST,flying,late,ss_starts,ss_first,ss_second,ss_third,ms_winRate,ms_top2Rate,ms_top3Rate,win_k,lose_k,d_avgST_rc,d_age,d_class,rank_avgST,rank_age,rank_class,mean_avgST_rc,mean_age,mean_class,rank,win,st,decision
20250810,11,1R,1,1,2,41,0.14,0.13,0,0,28,19,5,2,67.8,85.7,92.8,19,5,-0.0199999999999999,1,-1,1,4,1,0.175,33.166666666666664,2.833333333333333,6,0,0.14,まくり差し
20250810,11,1R,2,2,3,42,0.18,0.16,0,0,26,4,1,6,15.3,19.2,42.3,4,3,0.0199999999999999,2,0,4,5,2,0.175,33.166666666666664,2.833333333333333,5,0,0.17,まくり差し
20250810,11,1R,3,3,3,23,0.17,0.17,0,0,21,3,4,4,14.2,33.3,52.3,3,3,0.01,-17,0,2,2,3,0.175,33.166666666666664,2.833333333333333,4,0,0.19,まくり差し
20250810,11,1R,4,4,3,28,0.17,0.15,0,0,20,2,4,2,10.0,30.0,40.0,2,2,0.01,-12,0,3,3,4,0.175,33.166666666666664,2.833333333333333,2,0,0.09,まくり差し
20250810,11,1R,5,5,3,22,0.21,0.18,0,0,26,2,2,7,7.6,15.3,42.3,2,6,0.0499999999999999,-18,0,6,1,5,0.175,33.166666666666664,2.833333333333333,1,1,0.14,まくり差し
20250810,11,1R,6,6,3,43,0.18,0.17,0,0,17,0,1,2,0.0,5.8,17.6,0,1,0.0199999999999999,3,0,5,6,6,0.175,33.166666666666664,2.833333333333333,3,0,0.17,まくり差し
20250810,11,2R,1,1,3,27,0.17,0.12,0,0,11,5,2,0,45.4,63.6,63.6,5,3,0.01,-13,0,5,2,3,0.1583333333333333,32.5,2.5,1,1,0.07,逃げ
20250810,11,2R,2,2,3,40,0.17,0.18,0,0,20,2,4,4,10.0,30.0,50.0,2,2,0.01,0,0,6,5,4,0.1583333333333333,32.5,2.5,5,0,0.12,逃げ
20250810,11,2R,3,3,2,40,0.16,0.14,1,0,16,2,5,2,12.5,43.7,56.2,2,1,0.0,0,-1,3,6,2,0.1583333333333333,32.5,2.5,3,0,0.11,逃げ
20250810,11,2R,4,4,1,30,0.14,0.11,0,0,25,5,7,4,20.0,48.0,64.0,5,4,-0.0199999999999999,-10,-2,1,3,1,0.1583333333333333,32.5,2.5,2,0,0.09,逃げ
20250810,11,2R,5,5,3,36,0.15,0.15,0,0,21,2,1,3,9.5,14.2,28.5,2,6,-0.01,-4,0,2,4,5,0.1583333333333333,32.5,2.5,4,0,0.17,逃げ
20250810,11,2R,6,6,3,22,0.16,0.16,0,0,41,0,0,0,0.0,0.0,0.0,0,8,0.0,-18,0,4,1,6,0.1583333333333333,32.5,2.5,6,0,0.07,逃げ
20250810,11,3R,1,1,3,46,0.16,0.17,0,0,18,9,5,3,50.0,77.7,94.4,9,3,0.0,6,0,1,5,3,0.1699999999999999,38.833333333333336,2.5,1,1,0.17,逃げ
20250810,11,3R,2,2,1,43,0.16,0.17,0,0,25,0,8,7,0.0,32.0,60.0,0,4,0.0,3,-2,2,4,1,0.1699999999999999,38.833333333333336,2.5,2,0,0.18,逃げ
20250810,11,3R,3,3,3,33,0.17,0.16,0,0,21,0,5,3,0.0,23.8,38.1,0,1,0.01,-7,0,3,2,4,0.1699999999999999,38.833333333333336,2.5,4,0,0.2,逃げ
20250810,11,3R,4,4,1,38,0.19,0.16,0,0,15,4,5,2,26.6,60.0,73.3,4,0,0.03,-2,-2,5,3,2,0.1699999999999999,38.833333333333336,2.5,3,0,0.18,逃げ
20250810,11,3R,5,5,3,50,0.17,0.17,0,0,19,0,2,4,0.0,10.5,31.5,0,5,0.01,10,0,4,6,5,0.1699999999999999,38.833333333333336,2.5,5,0,0.24,逃げ
20250810,11,3R,6,6,4,23,,0.23,0,0,38,0,0,0,0.0,0.0,0.0,0,5,0.0,-17,1,6,1,6,0.1699999999999999,38.833333333333336,2.5,6,0,0.16,逃げ
20250810,11,4R,1,1,3,42,0.2,0.17,0,0,17,6,3,3,35.2,52.9,70.5,6,3,0.04,2,0,5,3,4,0.185,37.66666666666666,2.5,5,0,0.3,まくり
20250810,11,4R,2,2,2,44,0.19,0.16,0,0,20,2,7,3,10.0,45.0,60.0,2,4,0.03,4,-1,4,5,2,0.185,37.66666666666666,2.5,4,0,0.18,まくり
20250810,11,4R,3,3,1,26,0.15,0.14,0,0,25,5,7,7,20.0,48.0,76.0,5,2,-0.01,-14,-2,1,2,1,0.185,37.66666666666666,2.5,2,0,0.27,まくり
20250810,11,4R,4,4,2,51,0.16,0.14,0,0,22,4,0,4,18.1,18.1,36.3,4,4,0.0,11,-1,2,6,3,0.185,37.66666666666666,2.5,1,1,0.15,まくり
20250810,11,4R,5,5,3,42,0.18,0.19,0,0,27,0,0,3,0.0,0.0,11.1,0,7,0.0199999999999999,2,0,3,4,5,0.185,37.66666666666666,2.5,3,0,0.27,まくり
20250810,11,4R,6,6,4,21,0.23,0.21,1,0,87,0,0,0,0.0,0.0,0.0,0,17,0.07,-19,1,6,1,6,0.185,37.66666666666666,2.5,6,0,0.38,まくり
20250810,11,5R,1,1,1,44,0.14,0.15,0,0,32,23,4,2,71.8,84.3,90.6,23,3,-0.0199999999999999,4,-2,1,3,1,0.1633333333333333,42.333333333333336,2.333333333333333,1,1,0.1,逃げ
20250810,11,5R,2,2,2,49,0.15,0.16,0,0,18,4,5,4,22.2,50.0,72.2,4,1,-0.01,9,-1,2,5,2,0.1633333333333333,42.333333333333336,2.333333333333333,4,0,0.11,逃げ
